id,year,month,city,user_id,amount,category
1687500,2023,1,HCM,1687500,817.7789798776548,cat_0
1687501,2024,2,HCM,1687501,86.39718434922017,cat_1
1687502,2025,3,HN,1687502,222.465271473821,cat_2
1687503,2023,4,CT,1687503,773.9169778584018,cat_3
1687504,2024,5,HCM,1687504,409.08555106312093,cat_4
1687505,2025,6,HCM,1687505,848.1373492431535,cat_5
1687506,2023,7,HN,1687506,204.5173126952291,cat_6
1687507,2024,8,DN,1687507,410.44247356697804,cat_7
1687508,2025,9,HCM,1687508,673.5904976276581,cat_8
1687509,2023,10,HCM,1687509,343.8976423514285,cat_9
1687510,2024,11,HN,1687510,133.09197185025155,cat_10
1687511,2025,12,CT,1687511,18.038236024952138,cat_11
1687512,2023,1,HCM,1687512,627.0590763059869,cat_12
1687513,2024,2,HCM,1687513,723.2605106399853,cat_13
1687514,2025,3,HN,1687514,670.179041659478,cat_14
1687515,2023,4,DN,1687515,68.84742397737709,cat_15
1687516,2024,5,HCM,1687516,593.8173275957499,cat_16
1687517,2025,6,HCM,1687517,604.0720931530802,cat_17
1687518,2023,7,HN,1687518,451.1268900383455,cat_18
1687519,2024,8,CT,1687519,886.5760424860451,cat_19
1687520,2025,9,HCM,1687520,588.6988187483817,cat_0
1687521,2023,10,HCM,1687521,135.85032840103418,cat_1
1687522,2024,11,HN,1687522,629.9384975772514,cat_2
1687523,2025,12,DN,1687523,957.780762532166,cat_3
1687524,2023,1,HCM,1687524,202.8709270353377,cat_4
1687525,2024,2,HCM,1687525,238.1029154804204,cat_5
1687526,2025,3,HN,1687526,432.54375504506925,cat_6
1687527,2023,4,CT,1687527,429.1882111776613,cat_7
1687528,2024,5,HCM,1687528,140.25683726994086,cat_8
1687529,2025,6,HCM,1687529,748.6981450885227,cat_9
1687530,2023,7,HN,1687530,769.8431481668969,cat_10
1687531,2024,8,DN,1687531,778.8900323927109,cat_11
1687532,2025,9,HCM,1687532,2.4661064221424,cat_12
1687533,2023,10,HCM,1687533,828.7346504195909,cat_13
1687534,2024,11,HN,1687534,920.7362860352824,cat_14
1687535,2025,12,CT,1687535,469.4029942819761,cat_15
1687536,2023,1,HCM,1687536,188.56956979524807,cat_16
1687537,2024,2,HCM,1687537,466.3709498567636,cat_17
1687538,2025,3,HN,1687538,172.5765506062742,cat_18
1687539,2023,4,DN,1687539,233.09451617905464,cat_19
1687540,2024,5,HCM,1687540,156.8594529975851,cat_0
