id,year,month,city,user_id,amount,category
1937500,2024,5,HCM,1937500,782.6325085873976,cat_0
1937501,2025,6,HCM,1937501,192.85283878639913,cat_1
1937502,2023,7,HN,1937502,467.20900403612285,cat_2
1937503,2024,8,CT,1937503,520.4492533178417,cat_3
1937504,2025,9,HCM,1937504,971.0803528084713,cat_4
1937505,2023,10,HCM,1937505,666.2724134791063,cat_5
1937506,2024,11,HN,1937506,660.8695116644459,cat_6
1937507,2025,12,DN,1937507,407.44644349822846,cat_7
1937508,2023,1,HCM,1937508,101.84307131602355,cat_8
1937509,2024,2,HCM,1937509,349.71032420427474,cat_9
1937510,2025,3,HN,1937510,667.4299516701986,cat_10
1937511,2023,4,CT,1937511,968.62091481164,cat_11
1937512,2024,5,HCM,1937512,104.53058670511962,cat_12
1937513,2025,6,HCM,1937513,649.4034670905669,cat_13
1937514,2023,7,HN,1937514,514.1122972435671,cat_14
1937515,2024,8,DN,1937515,337.0110418974005,cat_15
1937516,2025,9,HCM,1937516,690.5924399516092,cat_16
1937517,2023,10,HCM,1937517,540.9233466559579,cat_17
1937518,2024,11,HN,1937518,791.1271596115902,cat_18
1937519,2025,12,CT,1937519,139.11308378064058,cat_19
1937520,2023,1,HCM,1937520,180.6061994331508,cat_0
1937521,2024,2,HCM,1937521,94.82128159276215,cat_1
1937522,2025,3,HN,1937522,215.91463046269865,cat_2
1937523,2023,4,DN,1937523,900.3563947303047,cat_3
1937524,2024,5,HCM,1937524,414.03995564604946,cat_4
1937525,2025,6,HCM,1937525,830.4845575582145,cat_5
1937526,2023,7,HN,1937526,562.0829711096537,cat_6
1937527,2024,8,CT,1937527,693.4751114831746,cat_7
1937528,2025,9,HCM,1937528,991.0486861792667,cat_8
1937529,2023,10,HCM,1937529,791.6953182483379,cat_9
1937530,2024,11,HN,1937530,627.1489870640415,cat_10
1937531,2025,12,DN,1937531,904.9095693654125,cat_11
1937532,2023,1,HCM,1937532,992.4658817828679,cat_12
1937533,2024,2,HCM,1937533,960.9693122957642,cat_13
1937534,2025,3,HN,1937534,355.9728773522676,cat_14
