id,year,month,city,user_id,amount,category
1375000,2024,5,HCM,1375000,39.964599220579046,cat_0
1375001,2025,6,HCM,1375001,682.4652352765826,cat_1
1375002,2023,7,HN,1375002,675.379048892623,cat_2
1375003,2024,8,DN,1375003,955.8510148107839,cat_3
1375004,2025,9,HCM,1375004,564.7381919119778,cat_4
1375005,2023,10,HCM,1375005,255.0362652752185,cat_5
1375006,2024,11,HN,1375006,469.99722418742687,cat_6
1375007,2025,12,CT,1375007,871.7833905615341,cat_7
1375008,2023,1,HCM,1375008,694.3286767211637,cat_8
1375009,2024,2,HCM,1375009,44.710279418526234,cat_9
1375010,2025,3,HN,1375010,460.5663541826952,cat_10
1375011,2023,4,DN,1375011,655.9688685390805,cat_11
1375012,2024,5,HCM,1375012,305.68462578915654,cat_12
1375013,2025,6,HCM,1375013,813.7672455555423,cat_13
1375014,2023,7,HN,1375014,669.4483284426292,cat_14
1375015,2024,8,CT,1375015,341.96918804157286,cat_15
1375016,2025,9,HCM,1375016,778.7116689202317,cat_16
1375017,2023,10,HCM,1375017,28.46607008253099,cat_17
1375018,2024,11,HN,1375018,986.11325402009,cat_18
1375019,2025,12,DN,1375019,859.8719211431858,cat_19
1375020,2023,1,HCM,1375020,15.973147253503516,cat_0
1375021,2024,2,HCM,1375021,196.9319496685258,cat_1
1375022,2025,3,HN,1375022,83.83529769561548,cat_2
1375023,2023,4,CT,1375023,738.3408724445999,cat_3
1375024,2024,5,HCM,1375024,343.5515060057103,cat_4
1375025,2025,6,HCM,1375025,248.7927461149927,cat_5
1375026,2023,7,HN,1375026,567.9619875647747,cat_6
1375027,2024,8,DN,1375027,511.06259949580044,cat_7
1375028,2025,9,HCM,1375028,813.9438352333297,cat_8
1375029,2023,10,HCM,1375029,866.2445101587354,cat_9
1375030,2024,11,HN,1375030,226.37262426391692,cat_10
1375031,2025,12,CT,1375031,799.1181198219925,cat_11
1375032,2023,1,HCM,1375032,187.97336395372977,cat_12
1375033,2024,2,HCM,1375033,376.4752370013665,cat_13
1375034,2025,3,HN,1375034,480.96343657608475,cat_14
1375035,2023,4,DN,1375035,323.4954478427371,cat_15
1375036,2024,5,HCM,1375036,103.39856806218528,cat_16
1375037,2025,6,HCM,1375037,455.3129585488752,cat_17
1375038,2023,7,HN,1375038,748.7033214403988,cat_18
1375039,2024,8,CT,1375039,939.6259725315696,cat_19
