id,year,month,city,user_id,amount,category
875000,2025,9,HCM,875000,260.39216643347197,cat_0
875001,2023,10,HCM,875001,354.4999659555427,cat_1
875002,2024,11,HN,875002,351.1089481603866,cat_2
875003,2025,12,DN,875003,616.4949107232395,cat_3
875004,2023,1,HCM,875004,249.1679952261434,cat_4
875005,2024,2,HCM,875005,203.33344673775576,cat_5
875006,2025,3,HN,875006,633.418504284775,cat_6
875007,2023,4,CT,875007,890.1924576592677,cat_7
875008,2024,5,HCM,875008,462.30366333960285,cat_8
875009,2025,6,HCM,875009,704.2406025475701,cat_9
875010,2023,7,HN,875010,634.3346593006751,cat_10
875011,2024,8,DN,875011,84.86205764050447,cat_11
875012,2025,9,HCM,875012,84.0248734178004,cat_12
875013,2023,10,HCM,875013,925.1309559580254,cat_13
875014,2024,11,HN,875014,299.07588074912894,cat_14
875015,2025,12,CT,875015,725.9184396449011,cat_15
875016,2023,1,HCM,875016,590.1266201723565,cat_16
875017,2024,2,HCM,875017,179.564475262743,cat_17
875018,2025,3,HN,875018,316.98637548153596,cat_18
875019,2023,4,DN,875019,44.57582721467457,cat_19
875020,2024,5,HCM,875020,546.4194464953864,cat_0
875021,2025,6,HCM,875021,64.76680108188204,cat_1
875022,2023,7,HN,875022,313.8531191705124,cat_2
875023,2024,8,CT,875023,933.6310185317894,cat_3
875024,2025,9,HCM,875024,735.4306504937947,cat_4
875025,2023,10,HCM,875025,932.9737018108007,cat_5
875026,2024,11,HN,875026,7.1188645016232455,cat_6
875027,2025,12,DN,875027,431.6880650320788,cat_7
875028,2023,1,HCM,875028,955.0653803109559,cat_8
875029,2024,2,HCM,875029,36.91576121252027,cat_9
875030,2025,3,HN,875030,857.6147167597343,cat_10
875031,2023,4,CT,875031,12.92377302903136,cat_11
875032,2024,5,HCM,875032,915.2655036144853,cat_12
875033,2025,6,HCM,875033,370.6390331018656,cat_13
875034,2023,7,HN,875034,272.35433778113946,cat_14
875035,2024,8,DN,875035,83.1352092867299,cat_15
875036,2025,9,HCM,875036,914.8029480453868,cat_16
875037,2023,10,HCM,875037,732.4723269813195,cat_17
875038,2024,11,HN,875038,283.3280202240208,cat_18
875039,2025,12,CT,875039,31.038931186367137,cat_19
875040,2023,1,HCM,875040,777.4530867824485,cat_0
875041,2024,2,HCM,875041,983.7222440567898,cat_1
875042,2025,3,HN,875042,568.160127139639,cat_2
875043,2023,4,DN,875043,749.6275122292561,cat_3
875044,2024,5,HCM,875044,246.6626866260988,cat_4
875045,2025,6,HCM,875045,432.0318671312856,cat_5
875046,2023,7,HN,875046,511.66862025009306,cat_6
875047,2024,8,CT,875047,374.8811728289213,cat_7
875048,2025,9,HCM,875048,564.5926661040361,cat_8
875049,2023,10,HCM,875049,249.13543267650883,cat_9
875050,2024,11,HN,875050,197.39281709763878,cat_10
875051,2025,12,DN,875051,510.67954788339466,cat_11
875052,2023,1,HCM,875052,746.5471016629037,cat_12
875053,2024,2,HCM,875053,779.6972042648099,cat_13
875054,2025,3,HN,875054,788.2285137468851,cat_14
875055,2023,4,CT,875055,58.486611030047044,cat_15
875056,2024,5,HCM,875056,352.06848285721793,cat_16
875057,2025,6,HCM,875057,94.62345956475183,cat_17
875058,2023,7,HN,875058,812.8770696435133,cat_18
875059,2024,8,DN,875059,65.68341716611515,cat_19
875060,2025,9,HCM,875060,598.1061503918129,cat_0
875061,2023,10,HCM,875061,541.3509909236371,cat_1
875062,2024,11,HN,875062,936.953624298218,cat_2
875063,2025,12,CT,875063,385.31226744704014,cat_3
875064,2023,1,HCM,875064,799.8421155279526,cat_4
875065,2024,2,HCM,875065,103.26814918598947,cat_5
875066,2025,3,HN,875066,166.14339225390307,cat_6
875067,2023,4,DN,875067,47.68409460206213,cat_7
875068,2024,5,HCM,875068,117.51623354678908,cat_8
875069,2025,6,HCM,875069,682.4691830183726,cat_9
875070,2023,7,HN,875070,576.7368856180034,cat_10
875071,2024,8,CT,875071,295.53001213114794,cat_11
875072,2025,9,HCM,875072,301.3340714919119,cat_12
875073,2023,10,HCM,875073,842.7047083789158,cat_13
875074,2024,11,HN,875074,55.6259364591567,cat_14
875075,2025,12,DN,875075,664.3865327867614,cat_15
875076,2023,1,HCM,875076,586.8952259115802,cat_16
875077,2024,2,HCM,875077,996.5951978581237,cat_17
875078,2025,3,HN,875078,397.53171519246376,cat_18
875079,2023,4,CT,875079,734.5890225619956,cat_19
875080,2024,5,HCM,875080,598.8945516522134,cat_0
875081,2025,6,HCM,875081,205.26612252887466,cat_1
875082,2023,7,HN,875082,27.258117548983773,cat_2
875083,2024,8,DN,875083,246.79002873748303,cat_3
875084,2025,9,HCM,875084,264.2072557165348,cat_4
875085,2023,10,HCM,875085,173.5541047524548,cat_5
875086,2024,11,HN,875086,97.24437288799281,cat_6
875087,2025,12,CT,875087,493.24705392819055,cat_7
875088,2023,1,HCM,875088,732.8550632527597,cat_8
875089,2024,2,HCM,875089,539.5990537032175,cat_9
875090,2025,3,HN,875090,438.7193220550517,cat_10
875091,2023,4,DN,875091,484.45370291771593,cat_11
875092,2024,5,HCM,875092,368.8495634049704,cat_12
875093,2025,6,HCM,875093,582.6192660547832,cat_13
875094,2023,7,HN,875094,818.9113427519744,cat_14
875095,2024,8,CT,875095,728.9092912919309,cat_15
875096,2025,9,HCM,875096,816.6667676297017,cat_16
875097,2023,10,HCM,875097,401.9616773121929,cat_17
875098,2024,11,HN,875098,759.0918170015628,cat_18
875099,2025,12,DN,875099,565.7023574198436,cat_19
875100,2023,1,HCM,875100,820.4823459366058,cat_0
875101,2024,2,HCM,875101,863.1364554764606,cat_1
875102,2025,3,HN,875102,713.5743321880286,cat_2
875103,2023,4,CT,875103,251.05020102033126,cat_3
875104,2024,5,HCM,875104,378.78342515539623,cat_4
875105,2025,6,HCM,875105,574.8427243400645,cat_5
875106,2023,7,HN,875106,944.8127652709118,cat_6
875107,2024,8,DN,875107,114.33923625744247,cat_7
875108,2025,9,HCM,875108,104.15086773184146,cat_8
875109,2023,10,HCM,875109,296.4921443979771,cat_9
875110,2024,11,HN,875110,27.9365058968164,cat_10
875111,2025,12,CT,875111,916.6414252198333,cat_11
875112,2023,1,HCM,875112,467.3009701225573,cat_12
875113,2024,2,HCM,875113,998.3288313287958,cat_13
875114,2025,3,HN,875114,83.44088321753695,cat_14
875115,2023,4,DN,875115,94.90880450092331,cat_15
875116,2024,5,HCM,875116,639.4805737243311,cat_16
875117,2025,6,HCM,875117,606.6982839350676,cat_17
875118,2023,7,HN,875118,836.695818970065,cat_18
875119,2024,8,CT,875119,194.98984309701427,cat_19
875120,2025,9,HCM,875120,78.25882188569511,cat_0
875121,2023,10,HCM,875121,633.5728833209618,cat_1
875122,2024,11,HN,875122,419.5194685489442,cat_2
875123,2025,12,DN,875123,292.6063746225092,cat_3
875124,2023,1,HCM,875124,809.4491730831186,cat_4
875125,2024,2,HCM,875125,875.1248009920536,cat_5
875126,2025,3,HN,875126,835.3220114403571,cat_6
875127,2023,4,CT,875127,326.9942130182387,cat_7
875128,2024,5,HCM,875128,168.78934977128225,cat_8
875129,2025,6,HCM,875129,595.2894288081861,cat_9
875130,2023,7,HN,875130,934.9022891099997,cat_10
875131,2024,8,DN,875131,548.12067130053,cat_11
875132,2025,9,HCM,875132,730.7911048897246,cat_12
875133,2023,10,HCM,875133,551.2173271762422,cat_13
875134,2024,11,HN,875134,104.73346288010677,cat_14
875135,2025,12,CT,875135,443.8186357876621,cat_15
875136,2023,1,HCM,875136,966.19799999246,cat_16
875137,2024,2,HCM,875137,193.23643133127476,cat_17
875138,2025,3,HN,875138,170.8427690216323,cat_18
875139,2023,4,DN,875139,56.092368417238525,cat_19
875140,2024,5,HCM,875140,917.4028375508587,cat_0
875141,2025,6,HCM,875141,16.852453243510034,cat_1
875142,2023,7,HN,875142,324.0004832920236,cat_2
875143,2024,8,CT,875143,689.4244980284302,cat_3
875144,2025,9,HCM,875144,200.05352684118992,cat_4
875145,2023,10,HCM,875145,574.5035783430723,cat_5
875146,2024,11,HN,875146,585.6448401542192,cat_6
875147,2025,12,DN,875147,914.3876509820572,cat_7
875148,2023,1,HCM,875148,443.4777686617514,cat_8
875149,2024,2,HCM,875149,920.5066366778498,cat_9
875150,2025,3,HN,875150,436.1846167049632,cat_10
875151,2023,4,CT,875151,990.4332275200179,cat_11
875152,2024,5,HCM,875152,361.9553460865631,cat_12
875153,2025,6,HCM,875153,346.90516715635044,cat_13
875154,2023,7,HN,875154,537.5077766885281,cat_14
875155,2024,8,DN,875155,260.7456450971726,cat_15
875156,2025,9,HCM,875156,264.99589272847277,cat_16
875157,2023,10,HCM,875157,225.84103970428282,cat_17
875158,2024,11,HN,875158,548.5307953332299,cat_18
875159,2025,12,CT,875159,309.18744222686945,cat_19
875160,2023,1,HCM,875160,138.7793888626855,cat_0
875161,2024,2,HCM,875161,812.3292116377396,cat_1
875162,2025,3,HN,875162,752.4076692297708,cat_2
875163,2023,4,DN,875163,729.4110383780088,cat_3
875164,2024,5,HCM,875164,54.2456355008768,cat_4
875165,2025,6,HCM,875165,486.1251059464996,cat_5
875166,2023,7,HN,875166,590.3321092240416,cat_6
875167,2024,8,CT,875167,203.20615555594057,cat_7
875168,2025,9,HCM,875168,964.4490631398705,cat_8
875169,2023,10,HCM,875169,875.3319884932286,cat_9
875170,2024,11,HN,875170,392.4790968023818,cat_10
875171,2025,12,DN,875171,197.93651779678234,cat_11
875172,2023,1,HCM,875172,407.70888756634605,cat_12
875173,2024,2,HCM,875173,957.3531532935119,cat_13
875174,2025,3,HN,875174,941.9109995247445,cat_14
875175,2023,4,CT,875175,977.9261081994765,cat_15
875176,2024,5,HCM,875176,289.9835524020694,cat_16
875177,2025,6,HCM,875177,60.257110930173276,cat_17
875178,2023,7,HN,875178,39.005098876565,cat_18
875179,2024,8,DN,875179,28.928825230735367,cat_19
875180,2025,9,HCM,875180,656.1070529147453,cat_0
875181,2023,10,HCM,875181,145.95399390074138,cat_1
875182,2024,11,HN,875182,312.995478562209,cat_2
875183,2025,12,CT,875183,335.7070322532464,cat_3
875184,2023,1,HCM,875184,172.97477898189572,cat_4
875185,2024,2,HCM,875185,344.75373843044576,cat_5
875186,2025,3,HN,875186,628.1219325155878,cat_6
875187,2023,4,DN,875187,274.9488448355594,cat_7
875188,2024,5,HCM,875188,317.0662856166296,cat_8
875189,2025,6,HCM,875189,371.18399077133677,cat_9
875190,2023,7,HN,875190,940.704028415891,cat_10
875191,2024,8,CT,875191,733.3436670685767,cat_11
875192,2025,9,HCM,875192,441.2179419707781,cat_12
875193,2023,10,HCM,875193,403.2516723842278,cat_13
875194,2024,11,HN,875194,612.1706310870242,cat_14
875195,2025,12,DN,875195,389.84600397971656,cat_15
875196,2023,1,HCM,875196,754.6225491281245,cat_16
875197,2024,2,HCM,875197,485.5641679739091,cat_17
875198,2025,3,HN,875198,384.9723170839728,cat_18
875199,2023,4,CT,875199,634.1488967222841,cat_19
875200,2024,5,HCM,875200,253.45383477041295,cat_0
875201,2025,6,HCM,875201,896.6413916394348,cat_1
875202,2023,7,HN,875202,981.8595730602367,cat_2
875203,2024,8,DN,875203,615.9429726221945,cat_3
875204,2025,9,HCM,875204,134.52734458124627,cat_4
875205,2023,10,HCM,875205,844.7709188275797,cat_5
875206,2024,11,HN,875206,908.5482733282612,cat_6
875207,2025,12,CT,875207,252.8919301572321,cat_7
875208,2023,1,HCM,875208,937.0264697302965,cat_8
875209,2024,2,HCM,875209,693.1950038428956,cat_9
875210,2025,3,HN,875210,640.6257064978882,cat_10
875211,2023,4,DN,875211,163.15215202927925,cat_11
875212,2024,5,HCM,875212,773.6270091675126,cat_12
875213,2025,6,HCM,875213,207.96981499995994,cat_13
875214,2023,7,HN,875214,468.3363029419524,cat_14
875215,2024,8,CT,875215,431.2261024854286,cat_15
875216,2025,9,HCM,875216,801.4209459708563,cat_16
875217,2023,10,HCM,875217,101.76415807188455,cat_17
875218,2024,11,HN,875218,981.9287923962783,cat_18
875219,2025,12,DN,875219,276.0347396500212,cat_19
875220,2023,1,HCM,875220,341.6241037930372,cat_0
875221,2024,2,HCM,875221,915.1517765851595,cat_1
875222,2025,3,HN,875222,708.0410290913823,cat_2
875223,2023,4,CT,875223,947.6037883183709,cat_3
875224,2024,5,HCM,875224,995.5091489609476,cat_4
875225,2025,6,HCM,875225,771.1552705887049,cat_5
875226,2023,7,HN,875226,35.56840387461324,cat_6
875227,2024,8,DN,875227,667.0875626822717,cat_7
875228,2025,9,HCM,875228,700.820772316606,cat_8
875229,2023,10,HCM,875229,951.7865693245147,cat_9
875230,2024,11,HN,875230,760.1798832359676,cat_10
875231,2025,12,CT,875231,655.473630165956,cat_11
875232,2023,1,HCM,875232,725.7078519248478,cat_12
875233,2024,2,HCM,875233,416.7799365349386,cat_13
875234,2025,3,HN,875234,336.78612675701413,cat_14
875235,2023,4,DN,875235,449.7268747252314,cat_15
875236,2024,5,HCM,875236,996.8107852968337,cat_16
875237,2025,6,HCM,875237,468.7230579251288,cat_17
875238,2023,7,HN,875238,19.45819318358899,cat_18
875239,2024,8,CT,875239,646.2716710444051,cat_19
875240,2025,9,HCM,875240,305.89264389431247,cat_0
875241,2023,10,HCM,875241,570.0934023217878,cat_1
875242,2024,11,HN,875242,134.82761057575965,cat_2
875243,2025,12,DN,875243,691.3101940256486,cat_3
875244,2023,1,HCM,875244,498.88545618935956,cat_4
875245,2024,2,HCM,875245,187.9831203222544,cat_5
875246,2025,3,HN,875246,207.52106551014117,cat_6
875247,2023,4,CT,875247,644.9764933387363,cat_7
875248,2024,5,HCM,875248,621.6720623801544,cat_8
875249,2025,6,HCM,875249,44.267445194542844,cat_9
875250,2023,7,HN,875250,431.4584574768915,cat_10
875251,2024,8,DN,875251,146.19379517763497,cat_11
875252,2025,9,HCM,875252,992.6491940120355,cat_12
875253,2023,10,HCM,875253,520.3982381989995,cat_13
875254,2024,11,HN,875254,614.9628241975042,cat_14
875255,2025,12,CT,875255,317.41352246717315,cat_15
875256,2023,1,HCM,875256,166.05914342097628,cat_16
875257,2024,2,HCM,875257,40.763396236775606,cat_17
875258,2025,3,HN,875258,688.3236809367514,cat_18
875259,2023,4,DN,875259,255.88641462809804,cat_19
875260,2024,5,HCM,875260,61.098296331525084,cat_0
875261,2025,6,HCM,875261,37.297053457990394,cat_1
875262,2023,7,HN,875262,908.0544704652982,cat_2
875263,2024,8,CT,875263,783.1336074548934,cat_3
875264,2025,9,HCM,875264,731.2623432148685,cat_4
875265,2023,10,HCM,875265,334.2092234053231,cat_5
875266,2024,11,HN,875266,522.8470757970653,cat_6
875267,2025,12,DN,875267,455.74621770957833,cat_7
875268,2023,1,HCM,875268,633.6125328525397,cat_8
875269,2024,2,HCM,875269,139.36915101574155,cat_9
875270,2025,3,HN,875270,357.9029092685464,cat_10
875271,2023,4,CT,875271,654.7921688247033,cat_11
875272,2024,5,HCM,875272,480.2934773449927,cat_12
875273,2025,6,HCM,875273,932.7649436073444,cat_13
875274,2023,7,HN,875274,348.23359345624203,cat_14
875275,2024,8,DN,875275,490.9007167487097,cat_15
875276,2025,9,HCM,875276,161.5498412656513,cat_16
875277,2023,10,HCM,875277,534.8599739314387,cat_17
875278,2024,11,HN,875278,16.232219582423713,cat_18
875279,2025,12,CT,875279,865.5159967529617,cat_19
875280,2023,1,HCM,875280,85.76022732561117,cat_0
875281,2024,2,HCM,875281,700.5846955644382,cat_1
875282,2025,3,HN,875282,137.97133573849928,cat_2
875283,2023,4,DN,875283,101.64961218803936,cat_3
875284,2024,5,HCM,875284,869.3992383202074,cat_4
875285,2025,6,HCM,875285,668.2798955483463,cat_5
875286,2023,7,HN,875286,556.3245531444034,cat_6
875287,2024,8,CT,875287,119.61549789565407,cat_7
875288,2025,9,HCM,875288,742.1642782597307,cat_8
875289,2023,10,HCM,875289,95.67598012408351,cat_9
875290,2024,11,HN,875290,974.1122018734978,cat_10
875291,2025,12,DN,875291,724.9288706951323,cat_11
875292,2023,1,HCM,875292,37.906638640445856,cat_12
875293,2024,2,HCM,875293,284.34737233666243,cat_13
875294,2025,3,HN,875294,384.0237514149202,cat_14
