id,year,month,city,user_id,amount,category
437500,2024,5,HCM,437500,474.64193602630957,cat_0
437501,2025,6,HCM,437501,290.77628242869844,cat_1
437502,2023,7,HN,437502,554.3397055234581,cat_2
437503,2024,8,CT,437503,426.7353882718631,cat_3
437504,2025,9,HCM,437504,316.6658261353771,cat_4
437505,2023,10,HCM,437505,662.4018122559509,cat_5
437506,2024,11,HN,437506,370.2489203984315,cat_6
437507,2025,12,DN,437507,151.88323695633565,cat_7
437508,2023,1,HCM,437508,684.644807193934,cat_8
437509,2024,2,HCM,437509,736.6903160224609,cat_9
437510,2025,3,HN,437510,223.02001827209006,cat_10
437511,2023,4,CT,437511,73.0269887679017,cat_11
437512,2024,5,HCM,437512,448.09882028317827,cat_12
437513,2025,6,HCM,437513,512.4285174076758,cat_13
437514,2023,7,HN,437514,42.83980790260944,cat_14
437515,2024,8,DN,437515,269.6297731835468,cat_15
437516,2025,9,HCM,437516,472.51968894975806,cat_16
437517,2023,10,HCM,437517,56.307946668078365,cat_17
437518,2024,11,HN,437518,696.1786381450952,cat_18
437519,2025,12,CT,437519,407.3790742034987,cat_19
437520,2023,1,HCM,437520,189.36084749126758,cat_0
437521,2024,2,HCM,437521,755.3532093114918,cat_1
437522,2025,3,HN,437522,685.7709974162743,cat_2
437523,2023,4,DN,437523,139.87081837567473,cat_3
437524,2024,5,HCM,437524,484.81183622898993,cat_4
437525,2025,6,HCM,437525,261.0242316044038,cat_5
437526,2023,7,HN,437526,238.77717516899443,cat_6
437527,2024,8,CT,437527,334.03805180536705,cat_7
437528,2025,9,HCM,437528,464.9456781146223,cat_8
437529,2023,10,HCM,437529,459.1277481375442,cat_9
437530,2024,11,HN,437530,748.0042969371044,cat_10
437531,2025,12,DN,437531,579.5386797796724,cat_11
437532,2023,1,HCM,437532,873.3275770723741,cat_12
437533,2024,2,HCM,437533,260.12759910516814,cat_13
437534,2025,3,HN,437534,946.5325973409871,cat_14
437535,2023,4,CT,437535,744.4564060772982,cat_15
437536,2024,5,HCM,437536,634.7989327952101,cat_16
437537,2025,6,HCM,437537,13.594676583738918,cat_17
437538,2023,7,HN,437538,909.2832753597677,cat_18
437539,2024,8,DN,437539,273.4154018529662,cat_19
437540,2025,9,HCM,437540,924.7059651326138,cat_0
437541,2023,10,HCM,437541,614.0990114833136,cat_1
437542,2024,11,HN,437542,20.50201611347946,cat_2
437543,2025,12,CT,437543,634.4002899527339,cat_3
437544,2023,1,HCM,437544,656.0558070401762,cat_4
437545,2024,2,HCM,437545,26.716716556309027,cat_5
437546,2025,3,HN,437546,326.2132643674848,cat_6
437547,2023,4,DN,437547,171.19615904516826,cat_7
437548,2024,5,HCM,437548,855.2242496284588,cat_8
437549,2025,6,HCM,437549,923.2958729383848,cat_9
437550,2023,7,HN,437550,983.0259881221398,cat_10
437551,2024,8,CT,437551,856.7846910301192,cat_11
437552,2025,9,HCM,437552,676.0078001850887,cat_12
437553,2023,10,HCM,437553,523.2158705221149,cat_13
437554,2024,11,HN,437554,465.51555520991593,cat_14
437555,2025,12,DN,437555,602.4361551429139,cat_15
437556,2023,1,HCM,437556,72.0265099262708,cat_16
437557,2024,2,HCM,437557,657.3369225625024,cat_17
437558,2025,3,HN,437558,306.2139216186103,cat_18
437559,2023,4,CT,437559,951.4701728176886,cat_19
437560,2024,5,HCM,437560,242.23064473674071,cat_0
437561,2025,6,HCM,437561,23.444838958086244,cat_1
437562,2023,7,HN,437562,80.9073501409432,cat_2
437563,2024,8,DN,437563,35.78212289917815,cat_3
437564,2025,9,HCM,437564,265.36361537917685,cat_4
437565,2023,10,HCM,437565,283.2860191317561,cat_5
437566,2024,11,HN,437566,980.4022973785909,cat_6
437567,2025,12,CT,437567,202.35335641163266,cat_7
437568,2023,1,HCM,437568,174.79979480776976,cat_8
437569,2024,2,HCM,437569,672.2906229986319,cat_9
437570,2025,3,HN,437570,363.9884514380536,cat_10
437571,2023,4,DN,437571,971.9765318773462,cat_11
437572,2024,5,HCM,437572,162.13388409317153,cat_12
437573,2025,6,HCM,437573,549.4267151674575,cat_13
437574,2023,7,HN,437574,444.49277144942465,cat_14
437575,2024,8,CT,437575,561.0904677659869,cat_15
437576,2025,9,HCM,437576,633.6858160165962,cat_16
437577,2023,10,HCM,437577,596.7452236282319,cat_17
437578,2024,11,HN,437578,999.2762276563526,cat_18
437579,2025,12,DN,437579,464.24703156689617,cat_19
