id,year,month,city,user_id,amount,category
812500,2024,5,HCM,812500,587.5378341237085,cat_0
812501,2025,6,HCM,812501,423.344307971692,cat_1
812502,2023,7,HN,812502,517.1722983946235,cat_2
812503,2024,8,CT,812503,532.0070346766144,cat_3
812504,2025,9,HCM,812504,33.065093761143196,cat_4
812505,2023,10,HCM,812505,771.2000674358602,cat_5
812506,2024,11,HN,812506,142.2175583861195,cat_6
812507,2025,12,DN,812507,582.5935993409936,cat_7
812508,2023,1,HCM,812508,876.2712339810538,cat_8
812509,2024,2,HCM,812509,974.6782511443502,cat_9
812510,2025,3,HN,812510,379.25911639222056,cat_10
812511,2023,4,CT,812511,389.0305252035663,cat_11
812512,2024,5,HCM,812512,82.87962888025002,cat_12
812513,2025,6,HCM,812513,522.6447281568428,cat_13
812514,2023,7,HN,812514,789.5071630896789,cat_14
812515,2024,8,DN,812515,33.897359786991935,cat_15
812516,2025,9,HCM,812516,582.5049546516344,cat_16
812517,2023,10,HCM,812517,524.315646224191,cat_17
812518,2024,11,HN,812518,963.3315157280591,cat_18
812519,2025,12,CT,812519,148.37621012001878,cat_19
812520,2023,1,HCM,812520,852.6086219274125,cat_0
812521,2024,2,HCM,812521,870.5620440038591,cat_1
812522,2025,3,HN,812522,838.8167892414231,cat_2
812523,2023,4,DN,812523,684.9672245487772,cat_3
812524,2024,5,HCM,812524,254.31915466266787,cat_4
812525,2025,6,HCM,812525,242.56830143078224,cat_5
812526,2023,7,HN,812526,299.90156293758264,cat_6
812527,2024,8,CT,812527,395.98142201601894,cat_7
812528,2025,9,HCM,812528,369.369970290215,cat_8
812529,2023,10,HCM,812529,922.6869326841504,cat_9
812530,2024,11,HN,812530,377.43364941467894,cat_10
812531,2025,12,DN,812531,154.0583713448096,cat_11
812532,2023,1,HCM,812532,900.5380174230321,cat_12
812533,2024,2,HCM,812533,299.8153048401551,cat_13
812534,2025,3,HN,812534,43.89821252134396,cat_14
812535,2023,4,CT,812535,248.9351302093269,cat_15
812536,2024,5,HCM,812536,670.7187040273716,cat_16
812537,2025,6,HCM,812537,634.9480942294301,cat_17
812538,2023,7,HN,812538,910.0702569317529,cat_18
812539,2024,8,DN,812539,319.2570705691251,cat_19
812540,2025,9,HCM,812540,959.3295029156958,cat_0
812541,2023,10,HCM,812541,227.59708693048296,cat_1
812542,2024,11,HN,812542,699.6340885081038,cat_2
812543,2025,12,CT,812543,230.69299105125907,cat_3
812544,2023,1,HCM,812544,248.64213333245556,cat_4
812545,2024,2,HCM,812545,19.58012399926612,cat_5
812546,2025,3,HN,812546,4.753154438069229,cat_6
812547,2023,4,DN,812547,201.7356160640349,cat_7
812548,2024,5,HCM,812548,528.8707580362986,cat_8
812549,2025,6,HCM,812549,79.2833840961107,cat_9
812550,2023,7,HN,812550,630.6854971348944,cat_10
812551,2024,8,CT,812551,526.563760136557,cat_11
812552,2025,9,HCM,812552,41.76408619884264,cat_12
812553,2023,10,HCM,812553,278.19434820148183,cat_13
812554,2024,11,HN,812554,989.7851545931347,cat_14
812555,2025,12,DN,812555,72.22445314985649,cat_15
812556,2023,1,HCM,812556,235.84918865414616,cat_16
812557,2024,2,HCM,812557,61.23829241352918,cat_17
812558,2025,3,HN,812558,955.8543343368409,cat_18
812559,2023,4,CT,812559,798.0214436643832,cat_19
812560,2024,5,HCM,812560,773.8230461614945,cat_0
812561,2025,6,HCM,812561,532.501200092186,cat_1
812562,2023,7,HN,812562,202.45905206902415,cat_2
812563,2024,8,DN,812563,874.7322161470055,cat_3
812564,2025,9,HCM,812564,91.88268170755809,cat_4
812565,2023,10,HCM,812565,162.40133444569483,cat_5
812566,2024,11,HN,812566,88.03248941485897,cat_6
812567,2025,12,CT,812567,634.1790033411285,cat_7
812568,2023,1,HCM,812568,520.9070580924098,cat_8
812569,2024,2,HCM,812569,339.03268189560833,cat_9
812570,2025,3,HN,812570,8.565325275644575,cat_10
812571,2023,4,DN,812571,581.9267441692457,cat_11
812572,2024,5,HCM,812572,690.0608623085685,cat_12
812573,2025,6,HCM,812573,51.39200359419671,cat_13
812574,2023,7,HN,812574,363.4670639200941,cat_14
812575,2024,8,CT,812575,717.1362118723333,cat_15
812576,2025,9,HCM,812576,699.684856119358,cat_16
