id,year,month,city,user_id,amount,category
1750000,2024,5,HCM,1750000,297.8637563614883,cat_0
1750001,2025,6,HCM,1750001,921.1204595009319,cat_1
1750002,2023,7,HN,1750002,751.4210035740813,cat_2
1750003,2024,8,DN,1750003,527.3126915698587,cat_3
1750004,2025,9,HCM,1750004,345.2850622009569,cat_4
1750005,2023,10,HCM,1750005,825.3061781165319,cat_5
1750006,2024,11,HN,1750006,433.1624219361564,cat_6
1750007,2025,12,CT,1750007,663.7072129524877,cat_7
1750008,2023,1,HCM,1750008,200.02501033643128,cat_8
1750009,2024,2,HCM,1750009,436.28234575055046,cat_9
1750010,2025,3,HN,1750010,177.76880491778513,cat_10
1750011,2023,4,DN,1750011,543.597475461709,cat_11
1750012,2024,5,HCM,1750012,937.190666680347,cat_12
1750013,2025,6,HCM,1750013,688.9850915669552,cat_13
1750014,2023,7,HN,1750014,23.620041832560833,cat_14
1750015,2024,8,CT,1750015,955.2374288103924,cat_15
1750016,2025,9,HCM,1750016,674.0421466110613,cat_16
1750017,2023,10,HCM,1750017,209.27129233800045,cat_17
1750018,2024,11,HN,1750018,346.86001962169956,cat_18
1750019,2025,12,DN,1750019,644.725498295215,cat_19
1750020,2023,1,HCM,1750020,119.32470506783588,cat_0
1750021,2024,2,HCM,1750021,425.4909338831683,cat_1
1750022,2025,3,HN,1750022,331.2935366059674,cat_2
1750023,2023,4,CT,1750023,125.45301861230973,cat_3
1750024,2024,5,HCM,1750024,545.3087645834485,cat_4
1750025,2025,6,HCM,1750025,528.7233498543906,cat_5
1750026,2023,7,HN,1750026,7.202608954704814,cat_6
1750027,2024,8,DN,1750027,690.9706090231082,cat_7
1750028,2025,9,HCM,1750028,683.1969844773241,cat_8
1750029,2023,10,HCM,1750029,122.26120544491737,cat_9
1750030,2024,11,HN,1750030,759.3843566989705,cat_10
1750031,2025,12,CT,1750031,292.15091689725506,cat_11
1750032,2023,1,HCM,1750032,934.3178987558792,cat_12
1750033,2024,2,HCM,1750033,505.2869052735365,cat_13
1750034,2025,3,HN,1750034,371.8570602188799,cat_14
1750035,2023,4,DN,1750035,103.69787355252346,cat_15
1750036,2024,5,HCM,1750036,38.064044060723724,cat_16
1750037,2025,6,HCM,1750037,964.1260019335781,cat_17
1750038,2023,7,HN,1750038,242.25197888200955,cat_18
1750039,2024,8,CT,1750039,493.41565239702703,cat_19
1750040,2025,9,HCM,1750040,273.17832914280825,cat_0
1750041,2023,10,HCM,1750041,424.5162668024687,cat_1
1750042,2024,11,HN,1750042,752.2330426543181,cat_2
1750043,2025,12,DN,1750043,213.49626304304059,cat_3
1750044,2023,1,HCM,1750044,103.95964666818169,cat_4
1750045,2024,2,HCM,1750045,913.0739316382244,cat_5
1750046,2025,3,HN,1750046,664.0254628666071,cat_6
1750047,2023,4,CT,1750047,271.8748807842069,cat_7
1750048,2024,5,HCM,1750048,909.7605255485666,cat_8
1750049,2025,6,HCM,1750049,267.7776995021519,cat_9
1750050,2023,7,HN,1750050,87.81696337225875,cat_10
1750051,2024,8,DN,1750051,926.6573809461986,cat_11
1750052,2025,9,HCM,1750052,346.5696873671685,cat_12
1750053,2023,10,HCM,1750053,796.6374622222054,cat_13
1750054,2024,11,HN,1750054,476.3228094241932,cat_14
1750055,2025,12,CT,1750055,500.2181037212727,cat_15
1750056,2023,1,HCM,1750056,477.30236816933956,cat_16
1750057,2024,2,HCM,1750057,607.6967905409624,cat_17
1750058,2025,3,HN,1750058,967.6342409998072,cat_18
1750059,2023,4,DN,1750059,401.06211033611606,cat_19
1750060,2024,5,HCM,1750060,698.2191447563451,cat_0
1750061,2025,6,HCM,1750061,997.1676427953929,cat_1
1750062,2023,7,HN,1750062,352.6538814294511,cat_2
1750063,2024,8,CT,1750063,231.50806787040358,cat_3
1750064,2025,9,HCM,1750064,992.8587892488023,cat_4
1750065,2023,10,HCM,1750065,8.004183116991248,cat_5
1750066,2024,11,HN,1750066,593.1273256478329,cat_6
1750067,2025,12,DN,1750067,963.0453679030899,cat_7
1750068,2023,1,HCM,1750068,318.8130071548614,cat_8
1750069,2024,2,HCM,1750069,350.775121952838,cat_9
1750070,2025,3,HN,1750070,599.1849509993522,cat_10
1750071,2023,4,CT,1750071,710.5982568831552,cat_11
1750072,2024,5,HCM,1750072,100.1025903032997,cat_12
1750073,2025,6,HCM,1750073,317.46667742070946,cat_13
1750074,2023,7,HN,1750074,267.9564004187779,cat_14
1750075,2024,8,DN,1750075,474.9558298851606,cat_15
1750076,2025,9,HCM,1750076,178.6386462819135,cat_16
1750077,2023,10,HCM,1750077,925.2243188316538,cat_17
1750078,2024,11,HN,1750078,715.2399326266545,cat_18
1750079,2025,12,CT,1750079,285.2047457677973,cat_19
1750080,2023,1,HCM,1750080,768.9547170453029,cat_0
1750081,2024,2,HCM,1750081,429.9745164039348,cat_1
1750082,2025,3,HN,1750082,503.7146045466274,cat_2
1750083,2023,4,DN,1750083,103.37819474808185,cat_3
1750084,2024,5,HCM,1750084,106.11282890233586,cat_4
1750085,2025,6,HCM,1750085,444.6936880810414,cat_5
1750086,2023,7,HN,1750086,31.291528560065895,cat_6
1750087,2024,8,CT,1750087,158.61462294160035,cat_7
1750088,2025,9,HCM,1750088,830.0808726668309,cat_8
1750089,2023,10,HCM,1750089,498.0386399203322,cat_9
1750090,2024,11,HN,1750090,950.3979610181286,cat_10
1750091,2025,12,DN,1750091,113.39124209991436,cat_11
1750092,2023,1,HCM,1750092,332.0477004873209,cat_12
1750093,2024,2,HCM,1750093,153.22200664668605,cat_13
1750094,2025,3,HN,1750094,340.6716153184094,cat_14
1750095,2023,4,CT,1750095,139.2094014877544,cat_15
1750096,2024,5,HCM,1750096,580.7220915588905,cat_16
1750097,2025,6,HCM,1750097,169.09394006825872,cat_17
1750098,2023,7,HN,1750098,462.65953209351704,cat_18
1750099,2024,8,DN,1750099,2.471400062426632,cat_19
1750100,2025,9,HCM,1750100,169.9956583543416,cat_0
1750101,2023,10,HCM,1750101,980.4566992709781,cat_1
1750102,2024,11,HN,1750102,164.75921930638916,cat_2
1750103,2025,12,CT,1750103,503.56611811110776,cat_3
1750104,2023,1,HCM,1750104,529.2423558269878,cat_4
1750105,2024,2,HCM,1750105,487.0750548208751,cat_5
1750106,2025,3,HN,1750106,544.3292033713993,cat_6
1750107,2023,4,DN,1750107,547.4728081624771,cat_7
1750108,2024,5,HCM,1750108,108.49445233289134,cat_8
1750109,2025,6,HCM,1750109,693.820522105048,cat_9
1750110,2023,7,HN,1750110,499.2965677563871,cat_10
1750111,2024,8,CT,1750111,244.00576963732578,cat_11
1750112,2025,9,HCM,1750112,668.5772116933041,cat_12
1750113,2023,10,HCM,1750113,832.0454761210576,cat_13
1750114,2024,11,HN,1750114,837.3205201312429,cat_14
1750115,2025,12,DN,1750115,99.03887056000715,cat_15
1750116,2023,1,HCM,1750116,506.39283996132366,cat_16
1750117,2024,2,HCM,1750117,777.2254747279752,cat_17
1750118,2025,3,HN,1750118,72.1117230531182,cat_18
1750119,2023,4,CT,1750119,839.7663688863291,cat_19
1750120,2024,5,HCM,1750120,430.2079593961361,cat_0
1750121,2025,6,HCM,1750121,484.28970179015806,cat_1
1750122,2023,7,HN,1750122,382.97363129559926,cat_2
1750123,2024,8,DN,1750123,822.4514853321137,cat_3
1750124,2025,9,HCM,1750124,62.82070498894432,cat_4
1750125,2023,10,HCM,1750125,832.6791134411121,cat_5
1750126,2024,11,HN,1750126,261.30100594468496,cat_6
1750127,2025,12,CT,1750127,366.995665916245,cat_7
1750128,2023,1,HCM,1750128,397.5052909796242,cat_8
1750129,2024,2,HCM,1750129,858.6356194313232,cat_9
1750130,2025,3,HN,1750130,203.70060908062638,cat_10
1750131,2023,4,DN,1750131,968.1870543247014,cat_11
1750132,2024,5,HCM,1750132,31.85880004462538,cat_12
1750133,2025,6,HCM,1750133,165.2477969998194,cat_13
1750134,2023,7,HN,1750134,37.24183272562232,cat_14
1750135,2024,8,CT,1750135,59.28576723799539,cat_15
1750136,2025,9,HCM,1750136,183.5060958965624,cat_16
1750137,2023,10,HCM,1750137,111.18867704835,cat_17
1750138,2024,11,HN,1750138,780.2104645725848,cat_18
1750139,2025,12,DN,1750139,811.1803806635869,cat_19
1750140,2023,1,HCM,1750140,912.5846825917829,cat_0
1750141,2024,2,HCM,1750141,626.8084908631241,cat_1
1750142,2025,3,HN,1750142,596.6777144339976,cat_2
1750143,2023,4,CT,1750143,934.5548018409327,cat_3
1750144,2024,5,HCM,1750144,803.2465652661685,cat_4
1750145,2025,6,HCM,1750145,297.18573262990054,cat_5
1750146,2023,7,HN,1750146,721.1113010154407,cat_6
1750147,2024,8,DN,1750147,836.4014031935725,cat_7
1750148,2025,9,HCM,1750148,538.6266984734254,cat_8
1750149,2023,10,HCM,1750149,76.91306984660406,cat_9
1750150,2024,11,HN,1750150,379.1677629933621,cat_10
1750151,2025,12,CT,1750151,390.4931137449773,cat_11
1750152,2023,1,HCM,1750152,328.3628293502607,cat_12
1750153,2024,2,HCM,1750153,220.34691173582212,cat_13
1750154,2025,3,HN,1750154,390.73446269005154,cat_14
1750155,2023,4,DN,1750155,413.2304426898924,cat_15
1750156,2024,5,HCM,1750156,25.3846724137502,cat_16
1750157,2025,6,HCM,1750157,466.12562680893086,cat_17
1750158,2023,7,HN,1750158,582.9144471812571,cat_18
1750159,2024,8,CT,1750159,127.02322292602608,cat_19
1750160,2025,9,HCM,1750160,611.292579188782,cat_0
1750161,2023,10,HCM,1750161,889.0005555518487,cat_1
1750162,2024,11,HN,1750162,336.619162955617,cat_2
1750163,2025,12,DN,1750163,35.61207196747884,cat_3
1750164,2023,1,HCM,1750164,785.521806526549,cat_4
1750165,2024,2,HCM,1750165,799.4499710101745,cat_5
1750166,2025,3,HN,1750166,176.56883959729552,cat_6
1750167,2023,4,CT,1750167,505.87280337661986,cat_7
1750168,2024,5,HCM,1750168,409.73260771405916,cat_8
1750169,2025,6,HCM,1750169,801.4355753986798,cat_9
1750170,2023,7,HN,1750170,713.8537404259845,cat_10
1750171,2024,8,DN,1750171,995.2299119144121,cat_11
1750172,2025,9,HCM,1750172,615.4382203195705,cat_12
1750173,2023,10,HCM,1750173,483.42713757978584,cat_13
1750174,2024,11,HN,1750174,167.04836491806319,cat_14
1750175,2025,12,CT,1750175,421.34856665919926,cat_15
1750176,2023,1,HCM,1750176,12.754067745380127,cat_16
1750177,2024,2,HCM,1750177,771.0299587622155,cat_17
1750178,2025,3,HN,1750178,96.51328146109783,cat_18
1750179,2023,4,DN,1750179,629.3864886766459,cat_19
1750180,2024,5,HCM,1750180,406.9620927608272,cat_0
1750181,2025,6,HCM,1750181,309.8099925899853,cat_1
1750182,2023,7,HN,1750182,919.7348330994153,cat_2
1750183,2024,8,CT,1750183,956.462836480311,cat_3
1750184,2025,9,HCM,1750184,234.6704333961097,cat_4
1750185,2023,10,HCM,1750185,976.1931967041118,cat_5
1750186,2024,11,HN,1750186,446.9757054606616,cat_6
1750187,2025,12,DN,1750187,480.46225504894704,cat_7
1750188,2023,1,HCM,1750188,808.5544247692253,cat_8
1750189,2024,2,HCM,1750189,9.168500535891688,cat_9
1750190,2025,3,HN,1750190,460.87556092076545,cat_10
1750191,2023,4,CT,1750191,453.658576684842,cat_11
1750192,2024,5,HCM,1750192,369.4478464643263,cat_12
1750193,2025,6,HCM,1750193,683.3541878556542,cat_13
1750194,2023,7,HN,1750194,470.06758591510925,cat_14
1750195,2024,8,DN,1750195,777.623999808124,cat_15
1750196,2025,9,HCM,1750196,34.33116268576841,cat_16
1750197,2023,10,HCM,1750197,251.8304121434739,cat_17
1750198,2024,11,HN,1750198,258.5041426744484,cat_18
1750199,2025,12,CT,1750199,377.70236530069576,cat_19
1750200,2023,1,HCM,1750200,749.5639479126912,cat_0
