id,year,month,city,user_id,amount,category
1812500,2025,9,HCM,1812500,58.37919507109157,cat_0
1812501,2023,10,HCM,1812501,551.4078908824224,cat_1
1812502,2024,11,HN,1812502,937.2136583946699,cat_2
1812503,2025,12,CT,1812503,945.6947347284039,cat_3
1812504,2023,1,HCM,1812504,401.67547178582464,cat_4
1812505,2024,2,HCM,1812505,839.2502705605183,cat_5
1812506,2025,3,HN,1812506,840.4901672966029,cat_6
1812507,2023,4,DN,1812507,938.8370074851404,cat_7
1812508,2024,5,HCM,1812508,501.8058874100404,cat_8
1812509,2025,6,HCM,1812509,788.7159740283353,cat_9
1812510,2023,7,HN,1812510,254.8809277190789,cat_10
1812511,2024,8,CT,1812511,763.2203830386693,cat_11
1812512,2025,9,HCM,1812512,974.2092098735778,cat_12
1812513,2023,10,HCM,1812513,694.4403671707598,cat_13
1812514,2024,11,HN,1812514,816.3379410308777,cat_14
1812515,2025,12,DN,1812515,293.80685533577946,cat_15
1812516,2023,1,HCM,1812516,707.8786730877099,cat_16
1812517,2024,2,HCM,1812517,547.7134003513489,cat_17
1812518,2025,3,HN,1812518,188.47713373110653,cat_18
1812519,2023,4,CT,1812519,67.65478213885478,cat_19
1812520,2024,5,HCM,1812520,478.2556252917693,cat_0
1812521,2025,6,HCM,1812521,97.97751901518792,cat_1
1812522,2023,7,HN,1812522,649.1822058640845,cat_2
1812523,2024,8,DN,1812523,367.59238725786327,cat_3
1812524,2025,9,HCM,1812524,383.50568359903815,cat_4
1812525,2023,10,HCM,1812525,449.0840663720531,cat_5
1812526,2024,11,HN,1812526,85.50144135141858,cat_6
1812527,2025,12,CT,1812527,166.37003042539456,cat_7
1812528,2023,1,HCM,1812528,507.2675701730528,cat_8
1812529,2024,2,HCM,1812529,804.7890144525745,cat_9
1812530,2025,3,HN,1812530,115.46661719070872,cat_10
1812531,2023,4,DN,1812531,605.7496261922024,cat_11
1812532,2024,5,HCM,1812532,160.71100711072705,cat_12
1812533,2025,6,HCM,1812533,711.4339475836252,cat_13
1812534,2023,7,HN,1812534,906.9443835683663,cat_14
1812535,2024,8,CT,1812535,886.6487849367056,cat_15
1812536,2025,9,HCM,1812536,160.40420528876575,cat_16
1812537,2023,10,HCM,1812537,480.58564082832544,cat_17
1812538,2024,11,HN,1812538,200.58128981824441,cat_18
1812539,2025,12,DN,1812539,123.6388803319738,cat_19
1812540,2023,1,HCM,1812540,540.94808872088,cat_0
1812541,2024,2,HCM,1812541,885.3637675126386,cat_1
1812542,2025,3,HN,1812542,930.1191416758797,cat_2
1812543,2023,4,CT,1812543,739.8671031355714,cat_3
1812544,2024,5,HCM,1812544,35.29674363944224,cat_4
1812545,2025,6,HCM,1812545,145.04682193188313,cat_5
1812546,2023,7,HN,1812546,970.3781251512823,cat_6
1812547,2024,8,DN,1812547,824.1642800626745,cat_7
1812548,2025,9,HCM,1812548,292.663954600914,cat_8
1812549,2023,10,HCM,1812549,857.9876507223357,cat_9
1812550,2024,11,HN,1812550,947.7228165018582,cat_10
1812551,2025,12,CT,1812551,776.7692545511543,cat_11
1812552,2023,1,HCM,1812552,543.7062320968051,cat_12
1812553,2024,2,HCM,1812553,662.1520386551533,cat_13
1812554,2025,3,HN,1812554,911.8622330010743,cat_14
1812555,2023,4,DN,1812555,145.21223716695118,cat_15
1812556,2024,5,HCM,1812556,397.28850390263926,cat_16
1812557,2025,6,HCM,1812557,673.4675967066861,cat_17
1812558,2023,7,HN,1812558,164.18857102091812,cat_18
1812559,2024,8,CT,1812559,989.5826811749957,cat_19
1812560,2025,9,HCM,1812560,460.620232369184,cat_0
1812561,2023,10,HCM,1812561,561.675036554773,cat_1
1812562,2024,11,HN,1812562,328.1615979607617,cat_2
1812563,2025,12,DN,1812563,700.3497806474306,cat_3
1812564,2023,1,HCM,1812564,192.925719006075,cat_4
1812565,2024,2,HCM,1812565,383.8225271575462,cat_5
1812566,2025,3,HN,1812566,821.0190274122588,cat_6
1812567,2023,4,CT,1812567,879.05177658932,cat_7
1812568,2024,5,HCM,1812568,632.6755667868384,cat_8
1812569,2025,6,HCM,1812569,129.72503317729388,cat_9
1812570,2023,7,HN,1812570,947.0874406188215,cat_10
1812571,2024,8,DN,1812571,907.4829054703881,cat_11
1812572,2025,9,HCM,1812572,298.49415014138225,cat_12
1812573,2023,10,HCM,1812573,198.08326456379254,cat_13
1812574,2024,11,HN,1812574,7.454518335684335,cat_14
1812575,2025,12,CT,1812575,636.8483146604151,cat_15
1812576,2023,1,HCM,1812576,384.3600291828971,cat_16
1812577,2024,2,HCM,1812577,81.90019928479752,cat_17
1812578,2025,3,HN,1812578,734.3503898884619,cat_18
1812579,2023,4,DN,1812579,13.64258225005155,cat_19
1812580,2024,5,HCM,1812580,726.716154025456,cat_0
1812581,2025,6,HCM,1812581,583.8870456687047,cat_1
1812582,2023,7,HN,1812582,35.39266311297007,cat_2
1812583,2024,8,CT,1812583,558.0947683299692,cat_3
1812584,2025,9,HCM,1812584,469.24416246084877,cat_4
1812585,2023,10,HCM,1812585,673.226964119026,cat_5
1812586,2024,11,HN,1812586,54.31955599773652,cat_6
1812587,2025,12,DN,1812587,552.3943122849216,cat_7
1812588,2023,1,HCM,1812588,684.4893281687471,cat_8
1812589,2024,2,HCM,1812589,946.0426694362062,cat_9
1812590,2025,3,HN,1812590,748.6712126651739,cat_10
1812591,2023,4,CT,1812591,810.8713399214624,cat_11
1812592,2024,5,HCM,1812592,422.38593577050256,cat_12
1812593,2025,6,HCM,1812593,996.8118576907056,cat_13
1812594,2023,7,HN,1812594,879.1796880878308,cat_14
1812595,2024,8,DN,1812595,394.2557175832031,cat_15
1812596,2025,9,HCM,1812596,228.46531020625227,cat_16
1812597,2023,10,HCM,1812597,767.5038463701982,cat_17
1812598,2024,11,HN,1812598,681.8290487312997,cat_18
1812599,2025,12,CT,1812599,209.98986567099377,cat_19
1812600,2023,1,HCM,1812600,880.0819370083947,cat_0
1812601,2024,2,HCM,1812601,655.5703872708002,cat_1
1812602,2025,3,HN,1812602,260.89850046294083,cat_2
1812603,2023,4,DN,1812603,275.59906384941047,cat_3
1812604,2024,5,HCM,1812604,587.6516610106019,cat_4
1812605,2025,6,HCM,1812605,695.423931973641,cat_5
1812606,2023,7,HN,1812606,332.9320276260117,cat_6
1812607,2024,8,CT,1812607,618.6239080746318,cat_7
1812608,2025,9,HCM,1812608,411.40903242758264,cat_8
1812609,2023,10,HCM,1812609,216.08628932043405,cat_9
1812610,2024,11,HN,1812610,867.9109376317564,cat_10
1812611,2025,12,DN,1812611,524.4063128044617,cat_11
1812612,2023,1,HCM,1812612,892.5081560889014,cat_12
1812613,2024,2,HCM,1812613,504.65793401186806,cat_13
1812614,2025,3,HN,1812614,841.1147520000478,cat_14
1812615,2023,4,CT,1812615,385.69188257219264,cat_15
1812616,2024,5,HCM,1812616,980.407233047442,cat_16
1812617,2025,6,HCM,1812617,585.8799445025429,cat_17
1812618,2023,7,HN,1812618,971.0749428675194,cat_18
1812619,2024,8,DN,1812619,362.0508455320827,cat_19
1812620,2025,9,HCM,1812620,603.513999351416,cat_0
1812621,2023,10,HCM,1812621,183.34482642345196,cat_1
1812622,2024,11,HN,1812622,712.6862079900617,cat_2
1812623,2025,12,CT,1812623,961.2111092612646,cat_3
1812624,2023,1,HCM,1812624,363.75052717740454,cat_4
1812625,2024,2,HCM,1812625,505.3535048347932,cat_5
1812626,2025,3,HN,1812626,107.59639119959718,cat_6
1812627,2023,4,DN,1812627,363.8108231322731,cat_7
1812628,2024,5,HCM,1812628,854.6233495955008,cat_8
1812629,2025,6,HCM,1812629,921.2786224369714,cat_9
1812630,2023,7,HN,1812630,603.1366495014381,cat_10
1812631,2024,8,CT,1812631,36.44855065440578,cat_11
1812632,2025,9,HCM,1812632,649.4300880544456,cat_12
1812633,2023,10,HCM,1812633,155.82570050493737,cat_13
1812634,2024,11,HN,1812634,163.8108140261537,cat_14
1812635,2025,12,DN,1812635,249.54530680763742,cat_15
1812636,2023,1,HCM,1812636,444.1976927124562,cat_16
1812637,2024,2,HCM,1812637,508.36730776203075,cat_17
1812638,2025,3,HN,1812638,779.022879017994,cat_18
1812639,2023,4,CT,1812639,736.9227589833687,cat_19
1812640,2024,5,HCM,1812640,241.3963416921384,cat_0
1812641,2025,6,HCM,1812641,527.36581279111,cat_1
1812642,2023,7,HN,1812642,911.9020866189517,cat_2
1812643,2024,8,DN,1812643,247.05063575205455,cat_3
1812644,2025,9,HCM,1812644,4.721293004916416,cat_4
