id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
0,2023,1,HCM,cat_0,606.1123520896283,0,8899.53583934667,7435.7887937330615,1842.227029137563,5952.24357943691,155.60981713035216,7661.372838710613,6349.336362462692,8976.56439541488,8820.32908016974,5080.453000567882,8620.064874564108,4014.282081061733,9796.149977162982,8070.618072238679
1,2024,2,HN,cat_1,294.2975541267099,1,8748.71222167035,5516.751495308504,6336.046035808778,7272.1430623916885,2911.263734144336,2564.9459957310905,1308.0195267548756,2113.3281094016297,6111.476011950903,7282.727674545231,3071.4980149092175,9286.981564224501,1529.991835601394,9125.719680870116
2,2025,3,DN,cat_2,425.69477265555076,2,3370.4877033826565,4914.791508950963,7140.8348360043465,3919.4920356703365,9900.732447200073,2085.083844810778,9180.113143653409,4685.075438010958,8566.460480838428,9614.375367418237,690.4828254305784,3419.158855812079,160.9575693748111,6698.587835853698
3,2023,4,CT,cat_3,550.5197514096042,3,1611.3063018865491,9620.064330422912,8111.684670480768,9787.436653015684,3636.081308272816,5957.180133803645,1820.4362024149912,2508.72067752138,267.7027065291171,5743.417412026355,5368.65810028777,8834.698304093949,9699.09484140559,1368.1821699521013
4,2024,5,HP,cat_4,1.2694688364734974,4,5881.1923023022055,2127.1505859553276,3013.5420912998957,2558.657565082977,8581.750164935764,8216.858133445858,5024.71333980596,1705.4572348733354,1638.595461672664,7075.090881198179,246.03347405720234,5575.492710004069,1098.4107513383456,2671.563623389994
5,2025,6,HCM,cat_5,437.91981928984194,5,3230.164341204842,988.3915100633956,7449.543698280628,2413.5977186198675,5301.074913421046,4283.189458252332,2082.773903684677,5873.575664373042,2457.3326311027176,7043.60512923965,1249.7883005012268,1931.0211469534545,9102.950402554377,9019.498103622318
6,2023,7,HN,cat_6,464.47796774261985,6,206.8747874447574,6886.477708593126,7156.398900015075,696.6094107419518,1840.1789472917285,881.2271933393534,115.30808133796921,7336.49181205968,3515.690547384669,8656.199353280726,3369.09842845439,8759.529867925867,7325.270398761479,2204.2742694902863
7,2024,8,DN,cat_7,295.9489824993381,7,5259.612334872278,7375.948089578256,911.8279074350555,9986.94431283272,1275.8865232070882,1156.8396362476274,1058.5984665121684,2116.6457873171184,8420.76028739653,4458.019911403939,7126.657857133224,6619.077731896949,9372.270426494018,9393.47865852509
8,2025,9,CT,cat_8,634.5441931718497,8,2864.8337055545026,4182.427109708795,4281.460454031155,2599.854144991326,6968.046820676775,7788.138979535764,8869.443853942217,6603.425653276074,4737.059506613655,2984.182767834077,5729.666940674143,7749.491775295057,2905.531193616189,5774.642404470191
9,2023,10,HP,cat_9,331.0737593140809,9,529.3629133880828,2234.9266940335556,7447.558532115293,9803.281332604056,3617.591700680718,5363.439800068336,2421.745191079768,2662.1845417915056,2762.7923136270538,6157.8412197862945,6515.34817170247,2405.736604213906,2462.9583387645393,8321.699229752932
10,2024,11,HCM,cat_0,606.817036470181,10,1469.3705531766454,9794.45270694528,7397.726325721525,8307.446174826602,7104.00677585541,898.6667612822774,8700.122530220224,9793.481018477152,7960.518511286116,1085.0065818520693,7409.988611842925,7854.8710552461935,1707.9043559328966,8160.583429905371
11,2025,12,HN,cat_1,769.7645201617592,11,4676.466757950555,9838.879577164791,175.46567261866542,2880.366829589922,1915.948095495069,6612.631053048511,3976.1816787568305,2260.320263489467,5477.539128302746,5938.688281490176,1648.5481808420254,2555.32623281478,3735.7456200342144,5573.339056140721
12,2023,1,DN,cat_2,396.4003123903105,12,1404.1920435969691,1691.7908836842832,9827.26456772997,5485.727408628407,3739.906279897015,1753.1810509267332,1350.9034299506072,9061.15030613434,9120.642555537384,9169.177394050897,7745.8377641272855,4714.981862927645,9078.455916298459,7112.293619766039
13,2024,2,CT,cat_3,517.7204987286483,13,4048.986801931842,6050.015962513266,4215.926551757727,9468.595820627514,6722.0381642757275,2919.5227598432493,3772.4830266154295,6356.140156903848,1778.0133453435976,3758.0441523432373,3648.8960304401076,5025.51572980807,1081.5717274996596,2128.4158764912286
14,2025,3,HP,cat_4,264.47301503831824,14,2011.6147937952555,6539.046291831542,6826.0749238002745,8522.359247138478,2864.5953134882006,388.34006703623913,7071.482978312965,4683.6823874572865,4873.304570530745,310.436017461736,9135.191922748601,8007.08593476173,2658.7527327445828,8924.653710866836
15,2023,4,HCM,cat_5,727.358226484771,15,5168.83235393484,2522.254035631719,3743.810685628196,4857.5122255820115,827.0761145738537,3250.5345680188248,2423.4772078610076,7403.782369821354,6038.484879487729,156.5209391064959,1450.1161203232016,1953.708491267434,3813.166732585869,630.8201524686131
16,2024,5,HN,cat_6,160.37000619159357,16,370.7333574960836,6674.289318380612,8659.324469955782,1970.695013982896,357.27842147240676,7624.446547388885,3340.6461313336367,9054.340189120781,6727.903315864988,5506.647813658127,1210.702495154049,640.2437368652913,4421.661760775643,6915.498091900009
