id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
906250,2024,11,HCM,cat_0,807.1946891953944,50,6239.385726324888,3639.923201056915,7334.299899514372,5503.936182542179,7913.352580242413,8049.154224827574,1472.1751004745709,8780.364199476606,7995.3314318292605,2671.749850075269,8619.868313556031,7763.211098178869,5201.439684058077,8227.878752240891
906251,2025,12,HN,cat_1,888.0650921527673,51,1330.039372602424,7001.049900074567,9001.697002404944,1529.7327495880374,5170.471693531263,4466.983685336584,4271.706073345214,6044.519080217834,2678.525850968596,7732.221440182122,7339.565858335783,9672.17338877304,3320.6362447057413,4233.47401920678
906252,2023,1,DN,cat_2,187.48763112787847,52,522.452570621893,142.42703516872845,9445.466439361626,1166.9111484830673,8984.058021595942,2077.8492040237197,3309.2868548036636,3929.377209377368,9852.679566791483,777.060027096097,9721.178718486753,8283.433361536443,4830.233436103651,3276.891664401619
906253,2024,2,CT,cat_3,417.00674059034094,53,9138.800221301384,1724.0917004450962,5273.810905207592,4527.897826518444,6722.739385042407,945.094231338175,4007.9275811004723,6452.572872922934,7091.510601933402,2534.6236316774753,1628.0683659532092,4062.2524433966923,283.60507651372325,1644.7518355943903
906254,2025,3,HP,cat_4,514.4652564332416,54,7774.881308310783,6473.851664579549,137.89123838062633,8164.448186278737,9842.956172353162,9117.407315283364,9224.285149569929,3930.047777738317,8078.730558296567,2816.334605240135,6552.038413079705,2770.6904680597577,3055.8653642530307,2745.5992656939234
906255,2023,4,HCM,cat_5,329.04973523073886,55,8695.56374065524,3977.178781480014,2080.7202369492584,7348.964492256703,1527.1534286504263,2356.9302515432387,4292.809225636187,1133.416550509806,4101.635839770067,9041.797309133388,9713.990409163527,952.2480916803299,6721.670563164503,9446.147290464398
906256,2024,5,HN,cat_6,721.1685674602141,56,8766.924747677975,6967.595750591836,1185.540629097407,7214.085807128597,3350.402563513096,513.0253473991153,6657.976174197952,6988.5986422683445,6127.387180645008,1053.1231943927578,8157.8433151241925,386.33033008445227,3544.4560599359565,8383.369361282439
906257,2025,6,DN,cat_7,350.9025139879016,57,66.25754533457817,7071.464346385539,6740.028178833294,7113.869861371657,9514.141030178205,6212.889235260977,3310.6689211084117,3811.7397744242453,64.96480815620154,8186.865380755348,60.443389553739294,9141.30367511515,5566.8344844167905,3948.793237929512
906258,2023,7,CT,cat_8,387.4543022333584,58,2595.743697178843,1174.316408891729,7441.770763321309,2649.6825465309626,2525.603780069955,754.3278890679683,9397.061773627218,6949.470844145558,3104.821291820683,2294.396446720378,6818.040583995849,8412.434699266454,8906.336539680859,2511.726548796114
906259,2024,8,HP,cat_9,159.63298884135148,59,5478.0791217025835,7130.502001728369,7661.563239720363,6758.673649622974,2064.823516339138,2120.8819095482536,1102.654012423837,4740.958329018684,6480.73581765611,1202.5464463728674,9885.849276841243,270.1913539815004,501.5010805710141,4878.809817579266
