id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
687500,2025,9,HCM,cat_0,825.960755585009,0,6204.709248684476,889.9267353249085,8281.340932007826,109.06184602661573,5151.113180152668,4679.080166672116,7684.998450882371,3538.666934840925,8092.074170060705,6788.972996472666,4852.746233784391,7753.443688686829,9502.277297696053,8920.406457491474
687501,2023,10,HN,cat_1,284.700687251636,1,266.4233256655735,8998.48562456091,6565.577085338254,6120.120280594891,9479.06379527181,6014.48458464859,9572.211388950174,2993.1420594895776,3834.704434513554,3602.340186445763,8792.074010305474,2158.7739017938434,1977.5745797451682,4476.479555979612
687502,2024,11,DN,cat_2,88.05126465611457,2,2374.477058712806,3200.314903550513,4659.077821418158,4268.812584459586,2270.9469170142092,3832.832455419272,1711.647897758878,2384.925286482663,3675.656357043211,2503.108582856881,2838.6434216426005,7481.833028563447,7818.039574357577,5595.018936867679
687503,2025,12,CT,cat_3,332.81346507867136,3,2632.776728677323,8161.527887011144,5333.194504339731,8235.63803152617,1710.134659071597,6103.498448702839,7165.159099925541,4992.3678081815115,8055.73761505524,5675.8998754875665,1415.7840627959406,1420.6570825355125,775.1533966793811,3735.7391071320612
687504,2023,1,HP,cat_4,368.97093961392414,4,8335.765576357802,7961.570340427898,5903.388597100931,6756.23490340282,2990.034081873715,4896.94744598041,3203.946055844181,3039.9243914891304,3658.342968812819,7282.723238620693,6126.142177770859,2192.7947630540048,4874.454182134017,3928.9546950850718
687505,2024,2,HCM,cat_5,179.75733595790012,5,2376.341414642329,6379.057397159615,5404.179555497446,404.83042771860767,6534.573880470982,3757.9609921097967,459.8198728895331,4755.002921861683,922.7540552822322,8851.270212575359,3693.906888907518,4152.103284077272,2892.1045126167187,8122.141404035704
687506,2025,3,HN,cat_6,356.2886383859123,6,7205.313397747217,6463.611174523669,2413.035703358609,3216.0288283859086,9555.891778051318,6046.584106212931,2920.6206235843224,9936.91298069977,5196.505343715809,8553.09432278227,7695.218941242849,2382.0673230679445,4976.579294863228,8309.30556725793
687507,2023,4,DN,cat_7,561.0851723913103,7,3687.2851334839806,6261.119065237934,6975.385589853118,930.90047585353,5065.92031908491,5010.356206841373,2066.2658502720087,1267.2893273704078,8805.25437297242,6389.046213175329,6924.580630952422,9212.418656775388,8846.618521395245,7286.936630283944
687508,2024,5,CT,cat_8,517.0173511732446,8,7133.760977370603,7327.321948889775,281.62385867739783,8137.5435248094345,9902.203246928892,4329.603363033205,3939.025214161793,1755.564917245135,3225.2577068266864,3566.6749518901665,3042.1073633392857,2936.7826162796405,7700.398786896418,7081.480306254771
687509,2025,6,HP,cat_9,389.43020068549896,9,617.6976149033464,9128.420928293011,2156.1739497773915,3640.458327471525,9311.421313393588,4685.060449153292,8540.987279126432,2186.9886440744335,7558.506114008938,5642.781859643481,5149.211708501023,7474.32584313166,9233.52875017959,9573.819696544359
687510,2023,7,HCM,cat_0,761.5976767231181,10,2685.900405005447,9230.36613415825,7616.834878365815,1141.4123399402442,6446.929210898293,2395.2287479513557,1498.6994389134577,281.4971692289625,2355.649912016653,8203.264579235796,7674.762480143644,9210.854202092441,1218.225186113372,9149.635894735284
687511,2024,8,HN,cat_1,0.17828269677899744,11,1933.4928180683742,2275.3154957245915,5135.098112201083,5684.561001957869,1595.2222399396599,1776.994703298096,9440.874083754628,6190.501936477024,326.61106590056056,4116.041182635138,389.69197427483834,11.891637662327925,2586.888537427614,192.56184671850306
687512,2025,9,DN,cat_2,434.8590354149148,12,5211.260229880601,2138.7853743094033,4319.8384759584815,9632.474507978113,9803.967197294956,2741.13078635992,4107.240091195725,9812.362083668095,4732.881816443817,5085.15903695549,1298.6611329003927,9068.393161055305,4298.424271904707,2078.7735516188486
687513,2023,10,CT,cat_3,56.65743872001916,13,1564.325728812631,1645.0033250142449,4802.50176423467,1459.1784245456752,4889.739163882467,345.5927662215685,3342.39301728568,5864.658081434514,1072.0130762974034,8678.64545553426,985.3320206823779,3098.421804691541,2415.246841720122,3753.5003333704885
687514,2024,11,HP,cat_4,209.3055191115176,14,5037.824672763967,1884.4744349954613,2149.6933653669494,9537.755689848556,6375.569935505639,3840.8370120718105,7667.416647810324,7846.683413503639,4870.847523874368,4224.498767534853,6461.706509957279,1987.1393809607441,868.7415380975649,7806.3409825940025
687515,2025,12,HCM,cat_5,307.93435631236764,15,2382.585969007235,3445.1475485177407,1699.3810757440808,931.1730281139596,5330.265817802622,4788.444080111272,6487.145065914665,5723.712714456836,7642.710804856917,7255.013437326372,2695.628280067576,2161.202679668757,6869.495115379346,2812.0808020466816
687516,2023,1,HN,cat_6,583.130276638038,16,385.76731770721074,4586.330737093075,2247.209857095176,3516.912352319733,3294.6946355331074,1560.5238109262564,8904.60871913183,9628.3325290042,5034.747600619146,1885.9422027620242,5950.888424829311,8956.813170784011,2032.6776678584213,4378.0701928734015
687517,2024,2,DN,cat_7,177.05026834671798,17,9584.601160151116,1196.0864048712706,6706.534706252662,5136.506336904336,6659.372765580109,6194.632428737204,3176.47150425819,3480.0226359530384,3760.280076598438,7334.863078930588,6826.3731737248145,9865.870658589583,112.35633388418043,5474.388445200311
687518,2025,3,CT,cat_8,392.97533905651574,18,8579.833050608993,2865.7193550423253,9918.064924806478,6499.582558760988,3038.0632107482097,91.54788601840936,4800.677940819198,1144.5673605044183,8662.340740116782,1593.0371586726455,2747.4577140323163,499.9222040209883,925.5573617178314,3969.012630965384
687519,2023,4,HP,cat_9,619.5748529512814,19,1352.4169369195538,8742.392397996608,7598.063643695538,1457.7516846701167,5313.126741009882,4463.011896478168,7331.56563063628,299.72433583079436,4009.701530106201,5617.730954941257,5642.33707535287,7650.38526380786,7681.837617680702,5666.377849033592
687520,2024,5,HCM,cat_0,40.17145227572072,20,1819.0983945975324,7752.215749362359,4015.282157810429,5619.0830068345795,3108.953207288916,6952.858321206626,5088.624294081772,4053.0989918957284,8901.250976722153,3754.7578947632596,9782.136777713293,6509.95398480049,5347.85994794683,9948.488127882109
687521,2025,6,HN,cat_1,511.6287465313075,21,2648.7504256453863,5580.107527399166,4280.101138941754,8592.794621793253,4396.284441250979,1115.8091832421935,5767.556958671484,5442.7325592621555,7261.558029849496,7926.73509072876,2073.125062536254,7908.348219905805,2197.7661112323785,4859.0907901450655
687522,2023,7,DN,cat_2,653.076693893696,22,5653.708355881474,3152.6330094499167,4279.640173536078,4775.455263254007,669.9020953781366,4056.8174235174847,3615.6968236986763,4067.9109065913144,9878.945857176954,5975.98831298842,4328.377021916465,8044.3338804588275,2809.3194672636746,991.3745284091235
687523,2024,8,CT,cat_3,767.0374773976339,23,6559.6497720673315,5207.0462077919055,5352.691762113959,6020.795917916575,2612.874942927613,8965.123079599005,7354.182100553072,7738.654252583122,4010.9934933249324,5803.841666650663,7157.126359593337,1040.6067403537268,6399.799008542064,2055.4245727409616
687524,2025,9,HP,cat_4,867.7322336783728,24,6172.492168394641,9155.222796229475,5432.113626858808,898.6742139737469,6473.0649467634275,8716.946607012922,6460.767567178452,8415.846393030213,5560.128347274891,2087.3594671359465,7976.011345352534,8100.662390208424,8116.029112016284,5212.68271070169
687525,2023,10,HCM,cat_5,203.39244427244174,25,5152.163040903043,2575.527027443811,6643.228450417947,8288.453390620336,8689.437783354108,8061.851479298435,3447.911682218272,8942.963299521389,4466.959786149623,3014.6704954260126,3897.9362054600274,837.4226416413966,2562.6553343123283,1882.7524855620459
687526,2024,11,HN,cat_6,134.410714025893,26,6652.4991784829235,1896.2756289897366,7590.256791888293,7399.014012540969,2855.3014770216523,9355.164636116297,3435.9553620377924,6267.161811956331,7317.488727620192,9761.016009876965,8502.504294437618,4466.613263582394,1938.5385443348769,926.8621356425688
687527,2025,12,DN,cat_7,587.2544932847172,27,6041.253990218029,3838.7004860310603,8577.735888976338,2777.5485250874453,5255.498207511171,6598.965078687491,5568.188586243439,6571.515954105631,5533.668623255554,85.09335082414249,7162.763264047606,2519.3012962899797,5876.749458561235,348.9329000804442
687528,2023,1,CT,cat_8,4.155452833236706,28,8874.285140037602,6385.141325207945,7128.338343529695,9013.760590598868,9692.089832564505,5795.394728351963,2323.4084807737554,5196.646119535929,5971.509609215365,7828.196442418332,8574.570414263973,4903.759303407676,5654.020969176301,4841.953212209474
687529,2024,2,HP,cat_9,868.6125082620184,29,827.110621683026,1733.213528202745,4300.784300433465,389.48269895660246,3725.68574681976,5016.7897333405,7498.963428252766,4176.289611886038,5233.075957716077,528.1846702127202,8839.899773597002,7453.075729143514,3647.901207201394,7126.762175039807
687530,2025,3,HCM,cat_0,737.4942672598725,30,8611.535580910822,5654.883870589798,7171.399252373186,6064.604917935926,8279.750643189056,9184.350413339846,8306.760057739819,9879.147498852726,3699.1654444189303,935.8432840927667,6768.070672011774,9385.425368215794,633.615892081345,4916.457937058357
687531,2023,4,HN,cat_1,642.314676980069,31,3605.1139504794082,7592.849706134814,6940.244873715948,7550.966765710255,3154.8921360924796,5344.224783271569,989.619279035372,1588.6708866194488,4413.287370995133,8286.923840413201,445.0536832076035,3802.187795473361,6970.170704318527,7366.346948452707
687532,2024,5,DN,cat_2,750.3401011261487,32,5202.292696820863,9944.36279558421,4933.738681285747,3675.083174172267,9297.787031514656,1102.3797383624844,2039.7229316352261,6994.988150198237,6097.648443210893,7549.780596347605,2075.189882308602,9459.034037804935,1247.661709778123,3605.0083383597007
687533,2025,6,CT,cat_3,189.69147472651804,33,3288.3388801748347,2677.9218482327283,1526.5652493445382,8212.635300707165,1618.451079497183,3718.2120572087383,740.8589970494228,1236.8817768083175,1704.7268062300302,9226.386801190141,3907.8991984067825,3907.591279646502,3969.175811042578,1235.0417837263583
687534,2023,7,HP,cat_4,160.81082276217495,34,5048.16395444247,5652.605478686561,7182.746665177896,5157.399301109925,5826.582067848569,1681.5053444409177,290.5673068724912,924.314493148105,5969.716941784022,9680.43102709448,1811.8390577280418,7304.316598048028,1111.5050324573428,4738.066172209984
687535,2024,8,HCM,cat_5,372.9739903968116,35,3656.2079685843264,9853.972532743022,2461.390198312278,4089.8217875008168,3433.930694593128,5465.783958338938,1018.4955486814329,9784.614980190154,4051.453440673798,424.250180254927,7968.846061033491,1159.4854687637023,5057.524885227123,8666.56867859134
687536,2025,9,HN,cat_6,571.4454968087068,36,5013.819499536295,5251.245867270367,7665.641866802673,5100.541621747481,6853.523340072274,4282.097889055206,6624.285581557206,8909.86632011072,2005.448468949572,5671.098511673979,6215.716478637858,8382.655171250604,4313.606664725898,4618.523840011663
687537,2023,10,DN,cat_7,334.03928615456147,37,5470.107545684658,1078.1040397672814,8359.265763874033,8630.746792589514,3492.188352726532,2887.3651040937243,3401.747283541332,1861.9444913975246,8566.514905156118,5879.731136236307,3690.27104487457,5904.4633600637,423.32823037012577,4624.321899542133
687538,2024,11,CT,cat_8,863.3081896129538,38,75.25178555451984,109.34025018107474,1550.044426207935,8847.18728604529,6717.910241617246,7405.3075913758785,5430.242736547944,5560.022821509349,2774.012666787247,8892.335015615385,2107.5385634372333,9884.401893687307,1287.408882645934,5961.007923212988
687539,2025,12,HP,cat_9,768.0131476088059,39,6816.463052787482,3012.479290942326,8250.529657597268,8908.124258439644,4207.105130540276,9573.930075682205,577.6539211800302,8434.542174537963,4249.3666779034575,5168.148699036803,1436.019566501785,6395.24736169405,7664.061493164803,4063.3614077797365
687540,2023,1,HCM,cat_0,385.6175435238173,40,9218.693677555862,3211.612644284356,1272.8255705741287,3432.137324935225,1868.4695346154756,5325.032401242176,4106.835148371712,9258.515014211001,1623.6304637264088,6593.232136079476,3853.3797156085593,3909.1000829649956,2349.748532982128,4795.1175306349705
687541,2024,2,HN,cat_1,970.414890092091,41,8360.201365683699,9813.580731508046,9907.681850142253,3262.136947943306,5796.5467381217995,584.3091673026912,4387.192049043451,1135.7039482725972,7590.297474557049,9754.571101837537,7476.848104076635,840.0289594664323,998.519559137736,9760.107601101088
