id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
93750,2023,7,HCM,cat_0,90.18916777612085,50,1822.5847687425335,98.34241479860894,8706.154500457222,3902.3837714265906,5128.879611872195,4713.8463610166045,3000.128986073272,7366.137130777494,1426.1107524047889,4214.226088565066,9988.685580488209,7427.644956751071,1949.6609613557946,7102.960545453747
93751,2024,8,HN,cat_1,60.018098538554995,51,7645.87973585203,2181.154174868557,4017.9351084067703,4637.54886951769,6116.993971140485,2669.9654713666764,4494.814802301228,1230.6073120924366,4148.041916114474,7651.607506377813,1849.107427933847,947.665893684827,3595.20961845323,3072.6035093076352
93752,2025,9,DN,cat_2,988.5618562603555,52,2063.876889247339,8113.033388195861,6383.42675504437,6230.451043222794,2007.229054346028,0.08685754741888374,9861.075434127019,3615.959748511077,5167.5413512728155,4972.670079253043,9053.923349655395,1728.5883226747567,8690.405170125916,3034.7006226024387
93753,2023,10,CT,cat_3,372.0349258976145,53,228.50950742147825,5862.917648643314,1645.083651053738,2674.7211286703464,4909.1353245926775,4948.1260835379835,9722.966986811794,634.7800502524525,1585.2969677809604,5524.936395534467,6065.184903654599,2180.43789600043,6327.062262226974,2287.3715467832967
93754,2024,11,HP,cat_4,927.0845314227906,54,5108.671569919439,5677.8083311472665,1654.256953681319,3596.7923588474937,5413.088337030356,5435.097748190202,6460.75928109359,3006.7941928321297,9939.494822362365,7779.429374326579,4640.092128764787,4257.297233930753,4327.963239931465,9785.700198831637
93755,2025,12,HCM,cat_5,228.87857474700456,55,8254.888018546191,2022.891336754986,2823.9547456571536,1663.0292553961744,7646.587631861321,2957.1889437878517,6515.046984584618,8199.492290020951,1815.0796713190243,5316.378233004445,1103.8707085675214,8029.4999951127265,9875.64609353991,2086.2254451914687
93756,2023,1,HN,cat_6,761.7963571757351,56,8037.634549525664,4703.980164606829,7675.574515210042,362.7405140284956,8855.433782605609,9811.874438093231,4735.342084502069,2357.0185339136783,8961.076651891033,9121.126851706314,7276.728468049954,6767.165352029251,529.5090899887389,1469.3412484309365
93757,2024,2,DN,cat_7,490.6389597858222,57,5086.689821465405,9183.443369746754,6033.7288197141415,453.3445244497991,6748.480779981362,4622.741577572423,5864.847455724408,2664.962949602947,4905.492277470961,1112.7533706673132,581.4936892817424,5302.733534187595,639.7916014294758,7803.463823999097
93758,2025,3,CT,cat_8,930.119888149535,58,3420.50271484455,5125.698739585699,1389.219658385167,6476.346281887888,8942.195257438632,3899.059102211041,5312.044038024165,9034.809299767257,2052.181976481884,5430.669309249226,1256.3177827221962,4617.635557751391,3091.749315884641,2589.8846327693113
93759,2023,4,HP,cat_9,575.9777217500667,59,7835.986261104181,3883.6973937654207,7068.790473144876,3127.374250079227,9558.23904716616,7961.91055099261,3628.7260026372514,2673.243712333484,1478.4380404621934,3684.1878256725167,7709.880206188044,9436.738499575855,2255.2567547389967,6303.643624035045
93760,2024,5,HCM,cat_0,721.6378768998671,60,112.1529415183431,8412.772287485866,3983.52736951445,6017.311929012081,5495.219071347405,2634.5434267384617,7536.662656508261,7833.345561560796,1275.214834095223,704.7535262492044,1838.7315465978438,3926.9551895852937,4118.496569272214,2286.490265800939
93761,2025,6,HN,cat_1,795.8876807475602,61,9685.131244419983,9140.244964002062,9415.931797042384,3555.866297672542,3441.5481150062064,9908.644306668832,7145.482271595806,7342.086088081449,6581.538551249967,4574.764530238117,5504.47313947441,476.26437907209885,2247.036259687377,1643.533652569683
93762,2023,7,DN,cat_2,439.1762390297792,62,9369.44077161125,7769.27830342466,5957.128955682365,9990.762614714262,2702.477513959083,1944.8330992653296,1398.4893529472654,2857.4441643479254,6890.115273692775,9670.42847574963,8411.74413087826,3694.6547504722703,4327.742258093428,7268.1284843902795
93763,2024,8,CT,cat_3,529.4664715318403,63,5159.38888378836,9732.551162608263,2055.4180554203826,1269.6349458125067,990.4279938944504,7069.341788048979,313.9132913322129,5192.113418995779,4121.420745552043,2727.2599739619463,5284.024090700529,5766.211169310175,3890.6035684565686,8912.362356946593
93764,2025,9,HP,cat_4,208.2840315211314,64,8102.372150991497,7767.294247896341,4409.795040045072,3201.970965533327,2615.0556984623663,7029.3143412060435,234.6439501333575,9128.90754837305,6296.843360086327,7901.351900336815,2636.0250179987765,4305.7682417252745,6483.450129974688,8637.511913756505
93765,2023,10,HCM,cat_5,514.2014000237555,65,5536.871582480893,5945.281942685891,6624.728588081176,1245.034708890238,1438.747021251159,9358.2509717675,6668.662191466059,2959.574729845341,86.14473779503973,8923.90244947003,6301.949346854381,7552.816063043999,3003.7319099851657,6174.140316136477
93766,2024,11,HN,cat_6,665.5079166854305,66,8271.352028420613,3141.6579018408565,5087.30883237384,7953.864713550537,9621.920814447694,8049.134469911189,389.15828311814727,6681.701159876831,5460.248506249993,7825.063916093138,351.06264618205205,2015.5131641180535,5002.371488259859,4288.303651370612
93767,2025,12,DN,cat_7,469.6695405901902,67,8549.08491398409,4910.974688635696,36.18192962562716,5105.7288645081135,3680.8173464556958,252.30640023229833,7552.318166829157,9426.94392926934,9420.692464179794,1927.0464308099556,1625.5837478805768,431.36093990091996,8953.805225275364,9687.943144703755
