id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
312500,2025,9,HCM,cat_0,398.0955910244274,0,4032.201122300895,4526.150079576008,4369.63975389929,4634.08401367539,5137.033846946399,7939.447815136364,9815.429484671939,1344.794494792091,8611.024148633978,9208.666845074215,3491.078622226309,2527.048158380749,6659.705808267468,4359.017089213812
312501,2023,10,HN,cat_1,874.2872496383654,1,4051.052154928987,7685.087102678219,83.38185480222138,4267.150224341438,213.04423867055334,9960.46029441416,6526.961061957453,4096.926509246414,568.5925415920412,5242.590490506444,3013.207746002563,9329.521273459253,219.91398909937067,6442.010978512216
312502,2024,11,DN,cat_2,630.1783523850607,2,8264.910871490878,5386.775493710919,3909.151159256978,13.47154516427973,4686.58704535509,9623.436589493154,1481.6169044945937,8564.299542858189,6744.4122609846045,2022.6830449398192,901.9400555938839,7497.949570678106,870.8504549529938,8342.118900246718
312503,2025,12,CT,cat_3,475.5177343580639,3,3441.676651923827,9352.27048638537,3270.0237041463165,7987.200368534206,7139.548160032859,3132.927043729762,1383.4738597294638,2511.5964888833078,4685.118749082066,6955.02284443659,5516.5028870368715,7351.930382544296,5433.495062013119,3943.9084367479772
312504,2023,1,HP,cat_4,579.8459103616498,4,7618.541591325321,1726.0657765295773,5238.434958614835,1234.2912023956642,5428.093691837368,6724.526553372279,1462.783766402731,6304.570622432444,690.9513760642238,4150.102751933028,342.5300708290202,2644.3720461298703,5782.89829134409,7667.161418819241
312505,2024,2,HCM,cat_5,312.0303374986461,5,4030.41292007713,3020.135681018299,8542.987108808667,1642.1433688986488,1887.7657676914694,7932.9499049128535,3358.0535308178305,9392.325534453077,5193.034525093262,9458.807649045768,3793.2863545438977,4320.433111782128,3665.0348579646784,8629.589708199841
312506,2025,3,HN,cat_6,63.953772261487686,6,4461.8731513335315,3402.4727757442765,7445.225208055401,2421.0488514615713,2874.8938412036327,7049.764620908494,8518.859243107638,5696.973830817237,9319.97095968998,701.0270747513824,9114.51456989166,8403.339470521229,8737.963161940836,8695.156978097244
312507,2023,4,DN,cat_7,166.04216472410081,7,1612.4896656277754,6508.9609373668245,2238.9980721556567,5014.470862715409,7005.159953767986,5290.723934210473,2415.120067457316,9241.94158419257,405.1683942865758,6573.1159333887945,1188.4413289539698,7929.095862322531,7770.897801463237,6975.6132388169635
312508,2024,5,CT,cat_8,688.0340097907842,8,6280.4091078612555,4135.325730800423,3753.7539233778284,8016.682326876553,3088.4860085270593,9335.787829594745,953.1952616237727,1825.1452218138143,22.062611390134546,2259.0272999609974,7859.375305989721,6812.262588106214,9331.21942451651,9990.278332369398
312509,2025,6,HP,cat_9,677.7116038835509,9,6160.460370198163,5387.542148252897,9353.0299006043,2505.4115443308965,8682.418543361526,6911.2074474068895,5631.9342492088745,6558.0023358631115,3322.4479136306118,9276.189089067606,2141.6101522495433,2887.524813509539,8739.81412961358,6869.078323507444
