id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
156250,2024,11,HCM,cat_0,394.9224459130196,50,8600.536032733438,3063.877869552377,1856.701547815608,7498.483797068577,2413.0735026770867,3328.9823617610205,7236.239092560332,3271.114233573651,670.4543169060917,7718.51950934139,1550.3662216741486,9501.704400879355,5254.963157461053,7081.373970633134
156251,2025,12,HN,cat_1,860.9055633842909,51,5140.76932104383,2265.976417137561,5703.193800779144,4097.721384566217,7677.856834370832,6308.65092768708,2406.044915088481,401.07222534477296,6748.748314932717,9179.536533804292,1675.6881612723673,575.8437199451482,5915.7087020066665,4064.7233418524197
156252,2023,1,DN,cat_2,655.8746877190275,52,9491.008172112277,3580.981081399878,6770.928100642413,4260.576710605529,5835.971455471553,4228.7071848709165,6800.18171302409,227.18932850935846,2505.2585400139837,3785.9659101959187,6476.280444279443,4143.989595064028,8470.501104149653,8631.032911308515
156253,2024,2,CT,cat_3,549.0402829029408,53,4027.9361812246816,9503.587150224423,9959.243825172372,7229.485551791446,3822.993770387233,8134.910358338694,4561.331158484612,6918.578303695612,9785.884715151657,1217.0296405196534,513.6140165076863,5486.555083192812,6047.219480545721,1466.340566588291
156254,2025,3,HP,cat_4,789.695274720798,54,959.2091785707846,4282.393189272366,7367.754786794045,917.2569091493609,6142.13471921914,9605.199732840423,5583.691464005364,6711.464063955671,5425.567945593169,8994.530490135345,752.1518343510647,925.0278273205092,194.46174343353385,1293.1647192928108
156255,2023,4,HCM,cat_5,529.0894737295375,55,7326.572585290054,1883.0073769810874,4311.206562680751,9229.250265067782,3503.832593094374,7592.363876930688,3124.3349320786706,4089.914701679014,464.66252256250004,342.64200456258334,8413.406631309057,5518.36779460498,1353.4769809121494,2543.817409005087
156256,2024,5,HN,cat_6,88.29944082929053,56,9524.224763673801,1349.9350530069453,7732.683849151663,5082.989041084475,4895.226318873831,8883.117220424409,3442.201862336313,3585.0940462773005,6824.31878560462,186.77555275344648,3534.069286655477,6255.4836406802615,9484.902677339142,4908.564162238009
156257,2025,6,DN,cat_7,553.9003468754889,57,8274.068702084911,4230.235492858411,4664.46169200291,8363.671016044633,6139.423516180203,9136.376838124424,73.1040242462222,5039.905210087866,9864.739257494768,432.64297197618816,1283.7509859199636,5526.140727629392,2110.832943055715,1791.1155012284119
156258,2023,7,CT,cat_8,619.6896328883263,58,3269.9591304535634,6848.6925284775425,3087.984873465759,1675.1936752371444,3182.028555958337,10.522393099103855,526.0893360118368,1557.727054848519,4640.101047130291,481.05656593265155,4774.401145755268,8540.517036587182,7570.2786984911445,9051.824581579001
156259,2024,8,HP,cat_9,117.89878043199775,59,6849.054509933144,2691.431656074741,1396.8302625152528,3432.0503668349734,3024.6500883768003,533.2947784113728,9171.790164599632,2809.728287076869,5773.484995890532,58.97079493199509,9534.32971913105,4970.619824081463,6265.272163207387,9949.521141189978
156260,2025,9,HCM,cat_0,643.8969399248093,60,9901.87839064905,1455.536047555167,202.12488998694656,5944.293242623801,3912.0376093221275,4778.461616847058,3443.2836504952256,7416.758221991726,8792.519274613554,2040.977417193004,5484.201042719153,2347.6603572920076,8722.556327054761,6818.414175653297
156261,2023,10,HN,cat_1,70.3870756599937,61,3583.524775129685,9594.039958221088,1509.82874403782,1579.93097928404,3360.8076943036126,8581.109682429229,1594.8636874371923,2696.3838533183225,4601.429561547326,6629.528916211948,712.7088009283622,9500.298191538426,2835.152341319915,7136.391357634496
156262,2024,11,DN,cat_2,686.6801536153176,62,9382.897451510638,7065.856372079958,1744.4391930758884,2629.059798441181,2415.281628183559,7814.927693317618,7914.8414651326375,7977.740063019913,6467.130605577857,7828.919056121567,4501.970853409956,5427.851970240377,8756.013323070074,3201.145540746294
156263,2025,12,CT,cat_3,794.7143606202698,63,8423.839319209832,4169.476900260507,2285.4245144838783,4064.366594906159,4381.605718020533,504.8051203991921,7730.159685039692,3118.7724357968873,182.67165452526712,9714.293290376881,3843.8039894033614,9996.304941503273,1273.0566131896937,6838.0648317004025
156264,2023,1,HP,cat_4,21.770407121895484,64,7671.848353393789,2581.687041617703,9084.010711616693,4298.598826812217,2858.372042738363,6706.556744626978,6857.847789355118,3536.3604503445777,6884.263530569103,1792.1089393859645,8563.868515483888,8349.710957440633,335.72425662643735,7373.432167710419
156265,2024,2,HCM,cat_5,834.5219918080358,65,8606.292387068786,6773.486343390998,4218.009479203555,9735.038048537586,6780.419786661662,6866.142931359879,7166.789416515543,2778.5784339632014,8400.429604585257,9561.46856030102,5982.851319501458,988.4629974757742,88.73735675761552,3904.11489152138
156266,2025,3,HN,cat_6,601.3689079187392,66,171.00725307385267,3799.6044087999217,1176.1897139475318,1088.7773811149825,5252.188762578964,5507.181326822115,6566.230237661739,7504.569097834213,8502.458028094068,3311.675209137872,2884.138072871236,6945.502601553265,8011.891155022167,8915.426977717698
156267,2023,4,DN,cat_7,530.5443709349929,67,7.361103137313307,2409.911280991647,2612.592876711023,4043.6216879869103,1122.2226953873283,8555.691043160623,8252.313891903032,4599.748281464219,3589.197380961947,6095.744283067564,3329.184786167331,103.09186855632313,2723.783147605704,9513.95487382688
156268,2024,5,CT,cat_8,5.6815302208491625,68,4625.6607697506215,4160.859327104128,3585.6343579208715,5815.433310189209,9410.521593418307,4859.208706932746,7392.5506159700135,1030.1513122477224,231.75767580218331,9771.064933772228,2228.3906306004064,7728.659379313726,2621.0329540955345,6686.466144603666
156269,2025,6,HP,cat_9,584.1146466181465,69,4911.863067611623,23.11991921103207,8443.689761366712,4490.288142340973,9465.466519001908,1790.6210427109736,285.1518494673899,4631.399163745137,1777.777414876236,8989.350090240856,3899.5230844629336,2208.183746181206,5377.547674229241,6287.557590234087
156270,2023,7,HCM,cat_0,721.7204066611511,70,428.9938145861794,9721.856899358663,5041.931755914915,663.4238506588019,8170.347653333989,7620.244334269295,2827.3465738136883,4819.29999175431,6133.43725233008,5237.063987977133,5626.9931696258545,9084.856432508564,8944.611318806656,125.22170515325004
156271,2024,8,HN,cat_1,615.1666414649666,71,4574.223606380172,4181.864542520586,2322.5459698062577,6823.727186801494,5002.3994119265135,9458.697421268194,31.373837919403957,7321.861690339605,5480.223031512932,2428.311977521771,4365.564675767867,5288.077307402149,5197.527628354601,8211.550510996798
156272,2025,9,DN,cat_2,319.37599593851564,72,4831.701394445527,8900.811984434673,4038.2552356128067,8831.56789672302,7205.872212031668,8020.960860056506,8103.4115668606,1301.3079016490603,810.7200635648737,9640.248598095783,588.8205574165183,5706.212401680317,4781.161406753031,2548.7199910941204
156273,2023,10,CT,cat_3,251.64697705173933,73,7606.055361270573,9089.98696304547,7246.999117153166,848.4397167949853,9165.10023831268,5353.887845299396,8695.215374182939,1232.3044250092164,5395.148449496872,7008.726988337865,5302.683962847469,3526.540450986063,6932.934437232891,2579.181978194278
156274,2024,11,HP,cat_4,383.59605944686325,74,9956.376470868652,5350.499596994395,5242.581943139031,7160.460487591609,8220.07938518902,9684.304036794945,9117.197034658944,8090.073335410003,4221.167369257789,6700.0766744547445,8209.41127469519,816.851669168156,1323.784229169066,4408.085280566201
156275,2025,12,HCM,cat_5,654.4298755150486,75,8995.918029245851,4802.738906144882,8089.227023925361,1101.3030892102681,4506.495565281935,245.303930875832,6403.759002583949,229.30094056120788,5745.472195000406,6404.848554620514,3804.412394592103,1123.977872203281,670.2267667641926,2223.0432639570863
