id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
625000,2024,5,HCM,cat_0,810.6132274139522,0,3861.733149370521,716.6237439055667,3529.3734409913445,719.958525303005,2559.3737731132237,4463.281105404171,9306.154947450215,9434.759228947203,1636.5359887372965,4773.605325629346,5936.825851447179,3081.793238664421,3413.2834371799413,444.0286812024208
625001,2025,6,HN,cat_1,612.9329525737525,1,5200.6500050578,1751.6500531087465,4716.375210652553,1942.2155235456073,9147.702274323965,9241.092878095658,3772.968345784462,7439.73883221113,1445.3265123909132,6259.66484815737,2564.601143022679,9442.711351168678,5297.220285394751,1187.4253000478307
625002,2023,7,DN,cat_2,509.39079206422235,2,3686.9808887518916,94.73061552135897,8530.67932988599,4138.580750113892,6900.313805669872,2654.034189082638,9289.192351229087,1004.2924819355636,4596.462522901093,9771.31514907438,4221.481380357328,5105.850912091088,6570.236091507298,8646.32638280449
625003,2024,8,CT,cat_3,31.168617120342024,3,5074.62623777434,493.0621012614411,3532.6661671599823,4433.639953877029,9707.289668886475,9838.318481811542,1104.9207798951254,7297.602045822953,1507.4229693603236,9429.976132158134,4377.067688090309,7394.318952040927,6795.3363162769,2136.500625598591
625004,2025,9,HP,cat_4,39.63535012867114,4,2323.100342522436,2135.273149577258,5647.044301279204,4779.892972542136,9870.29875452805,6977.5061428601175,5799.575696500995,777.9767571160345,7989.4294442995,7468.219093058456,5167.575352646184,9716.674170811944,8098.030530126626,2369.0481159913948
625005,2023,10,HCM,cat_5,473.09743589714793,5,6335.379451246365,8504.809444135648,9430.013671772953,1996.8837328533018,371.63501467678,3081.9155045817647,5312.716380436435,5854.825749447542,2131.58858762548,8510.82934574187,1470.9577862237843,990.6919664299652,5741.196518624124,8118.373546257415
625006,2024,11,HN,cat_6,468.42971842821066,6,9470.993205753504,4302.316688877095,8631.143706887771,5572.253985577024,1056.4638723494468,4736.837884996209,7860.082142948271,735.1465704776306,5889.441739756471,9071.304815385773,4578.932798761406,7097.641519178903,6198.231918066745,3937.5839384485203
625007,2025,12,DN,cat_7,880.0285119347049,7,4459.356523612961,3031.2093244582093,9844.955680513915,5823.0560936762395,8366.018915494375,6069.833578979887,252.26292424482378,1039.7106071410456,7015.616570053592,1170.0003498245903,4278.065244698417,5787.095859110046,6401.5857920030585,1502.81531783093
625008,2023,1,CT,cat_8,185.86196719400317,8,1147.520274207372,7707.573526836075,6119.35745788861,7754.758106738236,7242.814216594814,1710.7468042031483,8857.53589764492,3363.335702424902,4876.356790967437,3426.817448952565,4178.350637625963,7478.676930889804,3296.555880906199,3360.3008458358663
625009,2024,2,HP,cat_9,421.3316064101872,9,4059.377248849154,8074.62965961935,1110.6705579765196,9299.069110702412,7231.200926557444,4327.388234646594,533.2616695698377,3312.211314653246,4176.558230610092,634.4632512184567,3152.213430407006,4665.6636814995345,7188.868043224277,2113.212178490209
625010,2025,3,HCM,cat_0,233.8928936982968,10,6349.909956733206,5250.94527736849,458.08373926525036,2495.5333741869345,7005.322516162271,368.23496575402623,2161.210443067567,3475.7310127698393,6571.375571639094,5912.18691898507,4764.040868844405,1445.7657321705585,5703.974572849252,1509.60747609855
625011,2023,4,HN,cat_1,517.8020759809503,11,1532.950005712167,9517.042856220427,6470.106500541264,5709.665890088272,1837.5897605140012,6963.742737418022,9698.84712498584,9817.57330271758,8687.55896801162,526.6003348543635,1880.3266784274774,7143.13548277928,1861.3152461052973,9732.91336867818
