id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
937500,2023,1,HCM,cat_0,816.6613083616272,0,1485.5934839409113,1977.1769941431617,8933.157407369892,2857.0988744853753,8441.611110460308,5331.71889422058,1038.239730132653,3942.3061123483694,2118.311130231547,8472.506204369643,9056.870757025934,8220.161662965338,9210.551621153178,532.9206829206734
937501,2024,2,HN,cat_1,391.1807568044182,1,8315.258017390852,7237.104339052226,7423.993656174998,1575.7068792451335,3806.580584363186,7692.985943561885,4536.045746060881,2526.713214039977,8889.98671246146,1586.642204741988,7160.032342758622,5363.722861142816,5581.9568974797585,4480.830255744723
937502,2025,3,DN,cat_2,883.9617608702154,2,3006.4327716736348,6486.994902122102,1071.8989348398811,3906.8242323747527,3047.749369956013,6858.311639043484,3181.9653705663595,160.00612257746738,588.2070914038151,10.759514615539256,8163.520152878225,6271.820064820451,6548.0290869495,8479.604217581376
937503,2023,4,CT,cat_3,175.37173487520363,3,1837.750762239745,3381.7018226170935,8402.281823797597,9708.510370123426,7115.348039203365,1076.420707220075,191.77485335558632,4957.087458307309,2109.760194852033,2843.3878043753302,46.98321367117009,6200.25680349922,5350.096986583237,8470.419416818117
937504,2024,5,HP,cat_4,64.58612290707688,4,2861.5444862273052,7898.686513182312,1840.6432932578764,8635.744646858888,1760.3363403139626,7886.097069725163,2602.9286437832034,8544.219664680817,8988.75206538947,8002.752946397372,1683.6769592562516,6602.343744140084,3847.4132053956687,193.20888528415404
937505,2025,6,HCM,cat_5,726.5353775668058,5,2558.6729293047338,377.82710516246595,6511.86105545553,1301.3879566169317,5453.048351290486,5386.357129309947,3691.9519702214334,1092.385482884637,2577.296604128617,4258.179669286279,5937.202482648892,5632.122791533738,5806.225547789071,1854.71397328408
937506,2023,7,HN,cat_6,276.3086461701215,6,9127.234095342263,355.0558419164185,1722.1818883001984,2703.430303564891,808.4684321956337,8710.200535949863,5906.997471186586,2740.1974210957646,4412.845492170222,6371.779342901352,6758.3144500252865,7857.374436062794,1515.6930734629204,3026.6150324928676
937507,2024,8,DN,cat_7,151.77577527121966,7,4272.579079215697,8908.179417842462,3522.0607092326495,4546.9870033890365,5868.5224415667935,4850.249412572777,5134.51527526539,3713.2372608856135,8489.738568983214,4086.975908317575,3611.8577721426027,552.6782565584798,9352.73265501049,2318.627253195182
937508,2025,9,CT,cat_8,698.5605535950962,8,9800.191064194642,8181.766485123262,3147.8547045156633,732.7972772202529,2637.1685141522485,553.7266438637023,5071.84225517329,7061.997055259921,3983.5006867521583,6489.698019638681,7079.6479935466505,9704.383453939397,8684.807331842852,4826.101692687119
937509,2023,10,HP,cat_9,801.7436494781743,9,1185.7449164720936,3687.5032070598736,726.4772155711174,6975.380790037386,4170.306728938897,9774.515778166244,9850.994647218073,2903.1350273442426,9133.504970131047,102.24056903121337,2886.9586193239115,8222.055208565756,5273.900075433965,4884.285511677838
937510,2024,11,HCM,cat_0,631.9223288405373,10,3265.973342683206,4182.55699803959,5.400207412497027,5214.909480848947,7488.033625935623,1954.096354195134,5985.929711076986,4019.897465899954,9629.128174500944,8824.42693824024,8480.14738737952,9977.606471770996,734.265161358496,5309.482674522963
937511,2025,12,HN,cat_1,289.30385091800895,11,1849.672353761339,5104.353787909228,741.0917388476357,5521.322749252984,6065.765450208932,4114.416458006191,3030.04728969395,4122.3289158634525,7085.085833895409,4480.673094775963,69.25663500015445,4280.678095477987,8678.425488674651,547.5596843405151
937512,2023,1,DN,cat_2,653.9924350017695,12,9569.786868980937,6023.153622178572,8373.847883301483,123.3680681545668,2397.632100171669,881.8163043960425,9547.964925183702,1721.085469047845,2593.57100264625,8267.595471499139,2861.877995924651,3538.8696411222286,4048.068154553428,3625.0533171164034
937513,2024,2,CT,cat_3,847.5814708263888,13,545.7334806508529,5721.322669367356,3585.3022151734003,8198.68586191965,1693.192294726279,2366.431096221775,1995.1801532442037,8724.547061974188,8196.244245644057,5440.138105425151,533.2033707000039,3189.390971066759,8838.673199216355,8783.551779532272
937514,2025,3,HP,cat_4,117.7457758324172,14,8721.500318963745,8326.540748248126,2279.8588445859205,9697.317368479567,4596.35746037297,9690.450967779949,792.2367041678214,4982.492108852302,1672.3026270888408,1705.0913260332222,4606.709013344378,9975.420015270307,2835.983425022687,4371.196476269271
937515,2023,4,HCM,cat_5,846.0711345185864,15,7726.311726836737,3954.1195104319404,3165.8664851659914,3294.6883815709048,9274.598129506225,4188.146177201181,8591.265799319459,1997.0135046098846,9429.977653053858,9502.424159640637,5641.121772525837,7805.561206761133,1563.7132608965599,9614.21095518829
937516,2024,5,HN,cat_6,559.1137004985454,16,8749.438963646511,2465.321487883727,150.24351462543328,6354.310999973938,8315.122017331289,4135.391016840437,4532.186067290563,6011.245328874174,5020.643022903063,6771.642338554579,6078.529740094615,752.8287027156522,2147.701564364586,5241.6073599820265
937517,2025,6,DN,cat_7,535.1536048677028,17,6095.004837770432,5861.340947172988,2386.3605934019715,5455.290786542808,963.9617980450199,3201.8169947498145,3974.804591999216,7520.812560278962,3941.0730091072364,3653.4245094790163,7070.317500511009,7543.639732095399,3831.1294392377436,6722.899240721542
937518,2023,7,CT,cat_8,748.687245076925,18,8381.443950792294,7105.825202556446,265.5198114710322,1019.081087077024,5948.690815952173,3728.624527236075,8792.155728499243,5508.579416751941,8010.3016096586525,3854.012057734986,9249.796939112186,4831.013831630055,8338.781905646692,5000.04309918896
937519,2024,8,HP,cat_9,208.66809480700843,19,1535.119492616046,9952.74898936428,705.4569037021774,8142.0389913741665,9725.57298409783,1556.3247893215826,8900.844934308378,3777.845685060307,1001.2110301935206,4375.526554250735,7569.14399248237,8490.94754862515,1985.1172093113412,4260.864950881853
