id,year,month,city,category,amount,quantity,extra_col_0,extra_col_1,extra_col_2,extra_col_3,extra_col_4,extra_col_5,extra_col_6,extra_col_7,extra_col_8,extra_col_9,extra_col_10,extra_col_11,extra_col_12,extra_col_13
187500,2023,1,HCM,cat_0,512.3229721136405,0,5155.998594081382,1403.373042663223,5394.931472357861,7118.120281430101,5088.467157579837,6161.5574803232,4745.56334383174,4448.462570431375,696.2933506229807,4309.052611326039,6471.175681438364,344.32888760597245,7077.477449917599,7336.813775765895
187501,2024,2,HN,cat_1,153.31295806035095,1,3844.1773100609357,6854.355477493896,3348.910621715477,4045.1446996995155,1107.3725458448725,6894.8605703536205,6731.902217621043,2727.684720972663,2318.758597260554,9966.678487657977,7635.352546558587,5752.947208260123,9037.84282655638,2279.4764744088156
187502,2025,3,DN,cat_2,495.8721749274523,2,1470.7850089747033,5291.928998136887,8370.721283520405,6687.934880764319,2345.0781067441817,4361.408256850968,773.2353109869672,5903.2866444438705,9507.400745973968,6178.6478478759345,5684.856899437145,7434.557127970655,6193.107069498455,7805.875675028653
187503,2023,4,CT,cat_3,278.5297746797127,3,1214.5007778416461,1815.1560036567216,7622.385144062662,2804.719300501192,3785.641929572846,6553.562468244176,6923.060409901434,3843.8901336641475,6227.438506138241,6259.772835754142,9104.71498915833,4926.188205888534,428.21955245449294,5965.865351280451
187504,2024,5,HP,cat_4,679.1379546939396,4,7010.980493470481,3649.113924819807,4588.935348189217,8504.302994436192,8557.62494823826,8084.639817774407,7731.218618204345,7460.392070577155,2894.7944514307046,2822.089514741304,8827.544931307633,689.2169955690375,256.9570202042659,3603.945660964428
187505,2025,6,HCM,cat_5,234.17905133424955,5,5945.5906637373555,5181.697068170908,7785.570416907773,2036.7703843166862,7787.569312130855,1279.5675164321196,7998.743540903872,4306.996458201322,18.078220897026487,5086.240942160547,1084.5648786797979,3013.0662709277212,8353.39221773309,8862.758784412395
187506,2023,7,HN,cat_6,971.2917087930434,6,9133.276835093064,1031.7665149879651,5760.711148486338,336.13412727900413,9422.675230791436,1612.7022636986221,4504.84826558138,2472.433278911471,2976.499004137425,100.27687319055678,1991.4885152020622,9419.752898618986,4853.302581854079,3143.669115686143
187507,2024,8,DN,cat_7,897.5473140491755,7,2200.3280422406756,4877.943287656606,8709.833035051772,7577.91290949236,3334.7374513350583,5352.449642064177,2532.768019379765,1639.0781670747156,201.53721705050808,8802.805763176008,4878.085390201774,7493.339053749748,6649.659379461227,417.6456085541802
187508,2025,9,CT,cat_8,711.4482512331894,8,7536.308535792482,2458.283964725103,5031.199191512764,1012.0075085840663,4992.201937409407,3875.831422446454,2882.208477733147,2104.9038224874053,2419.1816781685916,6239.890170383828,6862.905766153259,5909.304895318121,7966.8130171641915,9075.31089672246
187509,2023,10,HP,cat_9,747.090105996928,9,2668.318190290564,9157.620255509159,6133.94246891416,7421.775756339479,9076.291560004718,7016.192479088799,244.8478114073216,4960.420113089859,7348.98226422837,2127.9837478998666,1703.8430180798525,8561.527479958111,5148.367672354838,9265.33120265915
